flight_id,flight_number,departure_airport,departure_country,departure_time,arrival_country,arrival_date,flight_duration,passenger_age,passenger_nationality,ticket_price,baggage_weight,arrival_gate,pilot_name,cabin_crew_count,aircraft_registration,flight_distance
25,3534,UTB,Greece,6/7/2023 07:07,Zimbabwe,29/5/2022,13.28,48,Croatia,256.05,27.48,F6,Ludovico Dresser,4,NABCDE,1838.27
26,2828,DBT,Honduras,6/7/2023 14:10,Czech Republic,14/5/2022,7.12,24,Poland,747.1,39.03,E5,Marlee Pavyer,9,NABCDE,3487.07
27,9053,PFR,Bulgaria,6/7/2023 08:31,Indonesia,30/3/2022,23.42,62,Sudan,103.77,6.99,F6,Lena Joll,4,NABCDE,2469.55
28,4489,GWE,China,6/7/2023 18:26,Spain,25/3/2022,5.16,57,China,606.13,22.38,F6,Baird Slixby,1,N12345,1776.95
29,7228,CNP,Indonesia,6/7/2023 21:18,Czech Republic,12/9/2022,5.48,68,Indonesia,865.54,22.42,F6,Katharine Palluschek,2,N12345,3265.89
30,8935,IGN,China,6/7/2023 12:44,Bosnia and Herzegovina,31/8/2022,17.83,87,China,937.01,42.41,F6,Dore Vasilechko,8,N67890,3279.0
31,2229,XTL,China,6/7/2023 08:19,Czech Republic,22/3/2022,15.37,99,Montenegro,535.81,20.73,D4,Pauli Di Giacomo,5,N12345,3550.43
32,2854,NRY,Argentina,6/7/2023 10:11,Vietnam,25/6/2022,11.8,39,Indonesia,71.73,0.48,D4,Tonia Gladding,1,N12345,2828.56
33,384,SBZ,Greece,6/7/2023 03:57,China,15/4/2022,2.17,21,Cuba,240.61,21.62,E5,Cherish Pinnijar,6,N67890,1674.78
34,5667,SQY,Greece,6/7/2023 06:40,Portugal,18/12/2022,10.0,43,Luxembourg,974.36,41.42,D4,Aloisia Hakonsson,7,N67890,2146.93
35,2629,LRO,Egypt,6/7/2023 00:22,Japan,7/11/2022,12.07,19,China,966.21,0.09,F6,Roby Smallpiece,2,NABCDE,898.0
36,3385,RFR,Philippines,6/7/2023 03:50,Brazil,18/1/2022,6.84,19,Czech Republic,591.89,14.49,E5,Briana Barnewall,7,N67890,2579.76
37,6594,IES,Philippines,6/7/2023 21:54,Indonesia,8/6/2022,6.5,39,Philippines,804.23,23.88,E5,Hillary Walewicz,10,N12345,4166.38
38,195,MJG,France,6/7/2023 01:27,Russia,2/5/2022,4.31,30,China,54.44,29.26,F6,Ned Merrikin,8,NABCDE,4805.91
39,3956,YVQ,China,6/7/2023 12:21,Poland,15/1/2022,18.42,45,China,414.16,17.08,D4,Rickie Scay,8,N67890,1042.71
40,840,QXH,Japan,6/7/2023 17:55,China,9/1/2022,3.75,46,China,157.31,27.37,E5,Netti Totman,6,NABCDE,775.1
41,5262,EMK,Russia,6/7/2023 04:59,China,8/12/2022,11.63,95,Luxembourg,568.77,30.62,D4,Dot Richmond,9,N67890,3483.73
42,2592,OFI,Montenegro,6/7/2023 06:38,Brazil,4/4/2022,23.39,79,Greece,117.09,2.54,E5,Paulette Crewe,8,NABCDE,1624.75
43,594,AZP,Russia,6/7/2023 16:52,Zambia,2/11/2022,12.35,58,Mauritius,860.98,20.3,D4,Clemmy MacGahy,3,NABCDE,1002.57
44,8978,CMM,Ukraine,6/7/2023 07:51,China,25/1/2022,9.14,52,Indonesia,614.04,7.44,E5,Bradly Birmingham,9,N12345,547.67
45,6956,HDG,China,6/7/2023 09:18,Slovenia,22/5/2022,15.71,96,Sudan,814.98,29.7,F6,Ilario Iacovone,3,N12345,3747.89
46,811,MPJ,Israel,6/7/2023 23:54,Ukraine,30/1/2022,3.43,53,Brazil,550.74,30.92,E5,Culley Budget,5,NABCDE,3970.37
47,451,HTI,Netherlands,6/7/2023 22:32,Niger,8/9/2022,16.19,69,China,472.28,20.28,D4,Therese Takos,1,N67890,3284.33
48,296,SQB,Colombia,6/7/2023 14:03,China,27/5/2022,6.45,89,Indonesia,147.77,38.55,F6,Meghan Thrift,10,NABCDE,4443.95
49,5537,LNH,Peru,6/7/2023 19:24,China,16/6/2022,11.6,40,Thailand,134.05,16.07,E5,Clari Saenz,8,N12345,442.21
50,2951,EDW,China,6/7/2023 04:54,Indonesia,9/4/2022,18.81,90,Philippines,399.95,19.72,F6,Joshia Broxap,8,N12345,2101.37
51,4045,DAV,Albania,6/7/2023 11:10,Portugal,13/12/2022,15.53,70,Colombia,788.96,27.28,F6,Inge Monget,4,N12345,4378.64
52,6042,ELY,Germany,6/7/2023 05:54,Portugal,13/5/2022,4.45,95,Russia,318.32,32.07,E5,Baron Gasnell,7,N12345,3738.76
53,2818,PND,China,6/7/2023 17:22,Thailand,15/5/2022,21.6,76,Thailand,287.36,27.82,D4,Ralf Brine,6,NABCDE,4701.63
54,9480,KSF,China,6/7/2023 02:36,United States,14/2/2022,20.91,20,China,611.09,7.55,F6,Luella Ashford,2,N67890,2096.9
55,1119,ZFA,Indonesia,6/7/2023 08:29,Dominican Republic,26/8/2022,19.31,100,Tunisia,652.86,20.34,F6,Verna Manthorpe,10,NABCDE,2206.17
56,9904,SLV,China,6/7/2023 03:46,Canada,4/5/2022,15.0,75,Philippines,207.25,48.4,D4,Karia Emmett,3,N67890,4763.46
57,5892,UTM,China,6/7/2023 03:20,Philippines,30/8/2022,1.06,65,Sweden,613.59,2.08,E5,Celestyn Matushenko,10,N12345,1983.57
58,6438,TOY,Thailand,6/7/2023 19:46,Indonesia,13/3/2022,13.09,100,Senegal,593.44,34.4,F6,Lorraine Sleford,3,NABCDE,3770.14
59,4365,XQC,Sweden,6/7/2023 09:42,France,26/6/2022,22.5,70,Poland,55.25,32.43,D4,Alyssa Dalwood,3,NABCDE,4622.2
60,713,BBT,Mexico,6/7/2023 22:40,North Korea,23/9/2022,7.12,43,Indonesia,204.9,43.24,E5,Mariejeanne Keasley,1,NABCDE,2998.19
61,8039,COU,Brazil,6/7/2023 19:50,China,2/2/2022,7.35,82,Afghanistan,948.72,19.58,D4,Rena Raffels,3,N12345,1590.18
62,700,PUN,China,6/7/2023 04:22,China,7/10/2022,21.58,88,Poland,276.86,48.73,F6,Sibel Tschirasche,5,N12345,3730.66
63,5035,CMK,France,6/7/2023 05:53,Cuba,17/4/2022,2.86,92,Canada,51.65,33.52,F6,Nerty Rudgard,6,NABCDE,3631.85
64,1983,SJE,South Africa,6/7/2023 16:46,China,2/6/2022,4.05,87,Russia,935.94,29.35,E5,Shem Steckings,7,NABCDE,4208.63
65,9534,QUN,Pakistan,6/7/2023 08:44,Russia,4/1/2022,20.78,20,Botswana,141.89,14.9,D4,Lockwood Barbey,3,N12345,4995.53
66,4030,SGT,Czech Republic,6/7/2023 09:59,Indonesia,18/7/2022,8.34,55,China,911.27,4.01,D4,Wolfy Treffry,6,N12345,4813.43
67,7111,MPX,Ireland,6/7/2023 17:59,Poland,9/7/2022,3.9,91,Russia,545.45,49.94,F6,Silvana Watsam,9,NABCDE,4516.44
68,4896,CEI,Philippines,6/7/2023 01:56,Philippines,1/2/2022,2.23,47,Luxembourg,766.27,39.32,E5,Jamill Liffey,10,NABCDE,3565.62
69,2397,GJM,Brazil,6/7/2023 23:51,Japan,8/6/2022,9.57,27,Russia,510.77,13.44,F6,Cherianne Olden,9,N12345,3405.54
70,1114,GUD,Sweden,6/7/2023 12:51,China,21/2/2022,19.99,74,Italy,806.87,20.03,E5,Bil Barr,3,N67890,3069.93
71,3680,PAK,Peru,6/7/2023 21:00,Thailand,21/1/2022,21.16,23,Albania,233.22,34.63,D4,Emma Inglish,6,N67890,4155.62
72,8412,AKX,New Zealand,6/7/2023 20:12,France,6/8/2022,20.76,39,Argentina,432.21,48.57,E5,Wayland Rabbatts,8,N67890,4129.2
73,6087,SRM,Brazil,6/7/2023 21:20,Indonesia,4/8/2022,20.56,52,Indonesia,118.11,44.88,D4,Ania Nixon,1,N67890,407.15
74,6257,YOI,Brazil,6/7/2023 17:12,China,5/7/2022,20.52,74,Tanzania,618.05,22.03,F6,Hadrian Keuntje,3,N67890,3383.7
75,8975,GWT,Thailand,6/7/2023 12:26,Marshall Islands,2/3/2022,19.84,21,China,504.57,20.89,D4,Layton Beardmore,2,N67890,2259.3
76,8082,SBP,Indonesia,6/7/2023 18:37,Finland,26/8/2022,15.46,66,Ukraine,342.74,33.13,F6,Natalya Clewett,7,N12345,112.99
77,7820,ESB,Brazil,6/7/2023 05:14,Kosovo,29/4/2022,11.99,40,Slovenia,947.57,19.34,E5,Jennette McMenamin,6,N67890,3857.69
78,5051,PLV,China,6/7/2023 02:38,Sweden,30/12/2022,11.61,94,China,834.33,36.85,F6,Lulu Frail,4,N12345,852.31
79,7020,AGH,Czech Republic,6/7/2023 03:38,China,24/8/2022,19.78,100,Russia,206.95,14.28,E5,Bibbie Haspineall,8,N12345,4460.16
80,8581,EBA,Philippines,6/7/2023 23:18,China,10/6/2022,13.09,84,France,870.17,39.93,E5,Sherman Espinazo,6,N12345,3623.39
81,8310,WPA,France,6/7/2023 06:10,Denmark,27/2/2022,19.64,45,Ukraine,943.36,34.67,E5,Cassandra Leathart,2,N12345,3654.5
82,8636,RMF,Syria,6/7/2023 10:28,China,29/9/2022,4.49,20,Portugal,779.35,33.76,F6,Emmaline Strase,3,NABCDE,1452.24
83,5032,ACK,Benin,6/7/2023 06:51,United States,6/11/2022,6.27,22,Belarus,551.88,37.23,F6,Tam Pile,10,N12345,216.83
84,5495,HNS,China,6/7/2023 13:00,Russia,23/3/2022,2.7,74,Afghanistan,705.04,4.32,D4,Broderick Duggen,4,N67890,2973.49
85,8173,PYM,France,6/7/2023 01:22,China,5/1/2022,7.91,35,Russia,586.36,44.42,F6,Marybelle Foxley,1,NABCDE,1783.14
86,1663,KGR,Peru,6/7/2023 23:43,Indonesia,14/12/2022,23.79,29,United States,974.58,23.08,D4,Emilia Mellings,7,N12345,298.58
87,9496,FLI,Indonesia,6/7/2023 05:38,Argentina,3/1/2022,1.3,32,Indonesia,993.24,14.29,D4,Nikki Streatley,4,N67890,4096.5
88,4238,UIZ,Indonesia,6/7/2023 02:52,Egypt,30/12/2022,16.22,76,China,412.5,14.82,D4,Selene Madgwick,3,NABCDE,3379.62
89,1355,ASS,Philippines,6/7/2023 13:40,Colombia,29/7/2022,12.18,94,Greece,87.35,29.63,D4,Arch Loomes,7,N12345,3505.48
90,1377,FAM,Lebanon,6/7/2023 13:32,Brazil,4/6/2022,22.59,85,Colombia,356.95,39.35,E5,Ravi Mordacai,7,N12345,565.97
91,3958,RCL,Brazil,6/7/2023 23:22,Philippines,20/10/2022,18.52,46,Philippines,728.15,48.35,E5,Jaimie Peres,10,NABCDE,3326.02
92,3013,CNJ,Sweden,6/7/2023 02:35,Angola,14/4/2022,14.06,87,Cuba,722.47,45.79,F6,Danice Guitte,2,N12345,2387.2
93,6029,QHN,Russia,6/7/2023 10:26,Sweden,22/12/2022,23.61,35,China,815.08,17.23,E5,Terrye Waterworth,10,N12345,4429.55
94,6903,WOL,Ukraine,6/7/2023 01:22,Panama,23/2/2022,3.72,38,Palestinian Territory,119.62,33.11,E5,Charmain Grishanov,6,N67890,3252.05
95,3626,ICT,Thailand,6/7/2023 01:15,Iran,29/3/2022,20.86,22,China,535.62,4.4,D4,Lief Tolman,9,N12345,2543.58
96,8238,MEF,Japan,6/7/2023 02:09,Malta,24/9/2022,21.9,29,Czech Republic,834.34,37.8,E5,Zandra Atchly,7,N12345,4385.33
97,2226,CEB,Portugal,6/7/2023 13:40,Bahrain,11/9/2022,9.18,94,Poland,982.56,18.44,F6,Andriana Truce,3,N12345,815.85
98,9338,AEY,China,6/7/2023 07:38,Philippines,5/12/2022,2.0,60,Indonesia,537.57,39.3,E5,Maison Alps,4,N12345,730.24
99,8546,AIF,Venezuela,6/7/2023 09:14,Latvia,17/1/2022,5.78,64,Guinea,589.53,15.25,D4,Eric Kellet,10,N67890,4836.71
100,9454,KIL,Colombia,6/7/2023 20:51,China,23/8/2022,12.99,66,Bolivia,516.72,25.5,E5,Mart Buddell,8,N67890,1772.28
101,8752,LDW,China,6/7/2023 22:06,Uzbekistan,9/11/2022,21.0,86,Peru,651.55,9.68,F6,Bink Corrison,2,N67890,853.49
102,3437,SEV,Russia,6/7/2023 14:29,Indonesia,24/2/2022,20.71,48,China,127.77,8.18,E5,Aurel Kix,8,N12345,4908.86
103,6137,BAZ,Poland,6/7/2023 23:23,Guatemala,6/10/2022,21.5,53,Poland,413.29,34.35,F6,Silva Deinhardt,2,N67890,3487.03
104,9553,NUD,Portugal,6/7/2023 18:53,Indonesia,26/2/2022,12.91,21,Indonesia,187.17,20.44,D4,Naoma Goligher,6,N12345,4728.33
105,7329,MDM,Brazil,6/7/2023 04:03,Norway,26/1/2022,12.74,28,Jamaica,965.24,37.95,D4,Julietta Freen,9,N12345,4374.33
106,8834,LME,Philippines,6/7/2023 02:53,Norway,16/12/2022,8.32,21,Czech Republic,334.32,30.64,E5,Clement Krahl,9,N12345,1400.76
107,1479,CHL,Bangladesh,6/7/2023 11:24,Indonesia,9/3/2022,15.23,57,Peru,143.54,24.25,F6,Nadine Ivimey,10,N67890,113.82
108,452,VKS,Sweden,6/7/2023 13:55,Dominican Republic,27/7/2022,14.33,97,Belarus,859.71,8.81,E5,Melloney Imort,4,N12345,4790.65
109,1269,PNK,Indonesia,6/7/2023 18:07,China,22/7/2022,18.65,55,United States,470.59,10.26,E5,Suzanna Laidel,7,N12345,3547.74
110,7630,HOG,Gabon,6/7/2023 06:35,Portugal,24/11/2022,13.4,86,Sudan,926.07,5.49,F6,Rianon Capps,7,N67890,1747.61
111,3257,AHT,Venezuela,6/7/2023 18:52,Indonesia,11/1/2022,18.76,48,Portugal,348.85,1.06,F6,Brandise Chesher,1,N12345,4395.71
112,5946,NLI,China,6/7/2023 18:43,Syria,19/4/2022,5.18,78,Indonesia,865.82,4.94,E5,Farand Helgass,2,NABCDE,623.15
113,8498,FAT,Russia,6/7/2023 12:48,Poland,29/8/2022,11.22,58,Canada,462.59,32.49,E5,Scott Corradeschi,6,N12345,1953.12
114,9489,0,Philippines,6/7/2023 20:21,Brazil,23/2/2022,21.07,20,Brazil,181.08,26.11,F6,Lorrin Lochhead,1,N12345,1127.79
115,9695,IMT,Philippines,6/7/2023 02:23,France,2/1/2022,12.54,30,Russia,828.62,38.4,F6,Ingamar Spyer,6,N67890,3347.24
116,3649,CNG,Micronesia,6/7/2023 06:40,Indonesia,26/3/2022,13.59,87,Sweden,358.15,40.01,E5,Ingelbert O'Donohue,5,NABCDE,2614.45
117,9172,ESS,Bangladesh,6/7/2023 16:11,Japan,16/7/2022,18.28,51,Brazil,295.62,9.81,E5,Lara Kenna,6,NABCDE,4740.26
118,6425,KKL,Bulgaria,6/7/2023 19:05,Nigeria,11/8/2022,21.09,26,Lithuania,608.03,12.46,E5,Burr Naerup,1,NABCDE,4120.72
119,1676,QFO,Portugal,6/7/2023 12:17,China,18/12/2022,15.1,39,Netherlands,285.48,33.61,D4,Graeme Pirouet,5,NABCDE,1765.81
120,6106,BHK,Philippines,6/7/2023 03:33,Saudi Arabia,30/3/2022,14.9,35,Portugal,446.72,23.57,F6,Osbourne Mauchline,4,N12345,4019.77
121,1886,LEZ,Armenia,6/7/2023 11:03,Lebanon,27/5/2022,17.3,57,Panama,728.12,16.44,E5,Claudian Bantick,2,NABCDE,3483.94
122,8047,GCC,China,6/7/2023 17:09,Macedonia,10/6/2022,18.09,92,Portugal,117.2,21.32,D4,Debra Raggett,5,NABCDE,4709.8
123,1167,ICN,Kosovo,6/7/2023 22:55,Indonesia,2/3/2022,21.79,56,United States,145.8,29.01,E5,Sibelle Breacher,7,NABCDE,2554.01
124,6011,OKQ,Portugal,6/7/2023 02:48,Czech Republic,9/8/2022,22.3,87,China,534.79,35.16,F6,Olwen Charrette,1,N67890,753.33
125,3149,LCO,China,6/7/2023 08:08,Thailand,9/10/2022,11.61,67,Japan,81.82,24.59,E5,Brnaby Eves,10,N12345,310.75
126,9315,PDV,Russia,6/7/2023 09:05,Russia,8/4/2022,10.88,88,Hungary,917.51,37.37,E5,Tabor Filipiak,1,NABCDE,1415.36
127,2430,PSZ,Poland,6/7/2023 04:14,Colombia,15/6/2022,15.92,93,Philippines,764.08,15.94,E5,Cariotta Pinnington,5,N67890,2338.03
128,9596,OKL,China,6/7/2023 05:56,Indonesia,17/4/2022,16.89,61,Ukraine,961.1,38.2,E5,Jeromy Byas,1,NABCDE,3666.3
129,2540,GCN,Morocco,6/7/2023 05:47,Botswana,18/1/2022,21.05,87,France,680.2,26.02,D4,Roanna Gate,6,NABCDE,4436.49
130,3377,LEO,Indonesia,6/7/2023 10:23,China,12/8/2022,1.92,30,Poland,480.63,3.25,D4,Lawrence Izacenko,7,N12345,1912.74
131,8986,YUX,Brazil,6/7/2023 01:25,China,3/4/2022,18.99,64,China,789.65,4.1,F6,Lindie Crowdace,10,NABCDE,1248.99
132,5550,SSK,Peru,6/7/2023 06:15,Guatemala,22/11/2022,1.88,47,China,821.15,17.6,F6,Wynnie Piddocke,4,N12345,3479.05
133,7101,LLH,China,6/7/2023 12:29,Indonesia,11/7/2022,8.55,71,China,196.22,14.85,E5,Kathryne Boulsher,8,N12345,639.46
134,3733,YES,Indonesia,6/7/2023 04:59,Argentina,12/12/2022,6.76,83,United States,969.52,40.37,F6,Tuckie Tomaino,2,N12345,2603.42
135,6143,ADH,China,6/7/2023 09:47,Finland,10/5/2022,8.94,99,Belarus,663.47,20.61,D4,Grethel Tarrier,8,N12345,3256.27
136,7563,KKY,United States,6/7/2023 18:16,United States,7/8/2022,10.6,28,China,804.47,4.22,E5,Crichton Jans,3,N67890,2689.64
137,259,BMO,China,6/7/2023 08:50,China,16/12/2022,3.82,47,Cameroon,736.37,48.58,D4,Liz Gibbins,3,N12345,3057.34
138,1006,HLW,Macedonia,6/7/2023 20:43,Ukraine,26/2/2022,2.02,69,Russia,672.64,8.3,F6,Janean Keemer,8,N12345,4089.32
139,6707,CBQ,France,6/7/2023 20:03,Tanzania,13/1/2022,21.86,52,Philippines,685.91,48.03,D4,Boone Dunsire,2,NABCDE,3860.34
140,3095,OYP,Philippines,6/7/2023 21:09,Colombia,10/1/2022,6.36,20,China,498.0,25.95,E5,Eilis Ortiger,9,N67890,170.56
141,2354,PAA,Mexico,6/7/2023 23:17,Peru,15/4/2022,4.95,31,Kyrgyzstan,687.7,12.7,E5,Kenna Rives,3,N12345,1873.36
142,760,TBC,Portugal,6/7/2023 13:40,Ethiopia,20/8/2022,3.06,69,Japan,418.63,18.31,F6,Stanwood Hannon,1,NABCDE,2308.07
143,2829,CCB,Indonesia,6/7/2023 00:56,Peru,19/11/2022,23.58,32,Poland,477.01,14.18,D4,Adella Getty,5,N67890,534.65
144,9715,JLN,France,6/7/2023 22:39,Indonesia,10/12/2022,18.03,48,Gambia,830.86,16.5,F6,Kenneth Barajas,3,N12345,4924.76
145,2905,KUX,Indonesia,6/7/2023 20:33,United States,8/5/2022,21.35,56,Brazil,107.1,40.62,E5,Eduard Cobello,8,NABCDE,3146.05
146,1564,TRY,Mexico,6/7/2023 14:36,Norway,26/6/2022,18.7,68,China,118.59,36.64,E5,Else Saing,5,NABCDE,698.27
147,5004,TUB,Sweden,6/7/2023 00:00,Russia,23/5/2022,3.9,95,Brazil,330.1,49.46,E5,Nicko Linstead,4,N12345,3754.28
148,3151,TID,Greece,6/7/2023 03:48,Myanmar,21/8/2022,22.72,52,South Africa,895.51,28.02,E5,Alessandra Kenefick,2,N67890,1525.35
149,1718,LYS,China,6/7/2023 18:20,Ukraine,30/7/2022,11.72,79,Guatemala,281.33,26.86,E5,Jodie Climson,6,N12345,3375.15
150,705,BOC,China,6/7/2023 19:35,Uruguay,2/6/2022,16.95,47,China,295.48,4.58,F6,Carol-jean Ivanishin,4,N12345,4393.27
151,852,WPO,Czech Republic,6/7/2023 13:40,Czech Republic,11/8/2022,20.63,47,China,373.9,16.3,D4,Jorey Braxay,10,N12345,2604.97
152,3161,DOM,China,6/7/2023 15:00,Philippines,29/6/2022,3.53,85,Portugal,93.73,8.92,D4,Elliott Nisius,10,N12345,2432.03
153,9805,ZKP,China,6/7/2023 22:46,Brazil,23/8/2022,18.94,34,Vietnam,299.26,19.87,E5,Arron Mortel,3,NABCDE,3072.31
154,283,TAS,Syria,6/7/2023 19:45,Dominican Republic,29/7/2022,1.4,91,China,566.15,0.64,E5,Tawsha Sambrok,9,NABCDE,2301.01
155,911,PAP,Haiti,6/7/2023 22:57,Guatemala,2/2/2022,11.98,53,Brazil,878.61,40.56,E5,Gaile Reffe,3,NABCDE,2851.38
156,8046,ICY,Liberia,6/7/2023 06:42,Indonesia,16/7/2022,16.59,98,Uruguay,460.0,26.87,F6,Shelli Mufford,3,N12345,3921.03
157,6175,BJW,Sweden,6/7/2023 14:44,Uzbekistan,19/5/2022,11.13,32,Poland,550.89,41.9,F6,Dasie Speaks,1,NABCDE,850.03
158,7842,CLL,Iraq,6/7/2023 05:28,Sweden,28/2/2022,21.11,41,Kazakhstan,513.57,19.69,F6,Alvy Krishtopaittis,9,NABCDE,1668.5
159,8943,DOP,Thailand,6/7/2023 05:36,China,17/6/2022,19.9,72,China,830.86,31.22,E5,Emlyn Westmoreland,2,N67890,3147.2
160,8225,COD,Zimbabwe,6/7/2023 18:37,Poland,11/10/2022,11.76,69,Guatemala,739.64,19.87,D4,Roxanna Ratlee,1,N67890,1024.49
161,1217,NOP,Portugal,6/7/2023 04:40,Indonesia,20/10/2022,20.25,46,Hungary,243.17,14.53,E5,Tirrell Doncaster,9,NABCDE,2251.75
162,3293,FXY,Indonesia,6/7/2023 11:19,Panama,13/1/2022,13.72,41,Indonesia,617.74,42.22,E5,Clareta Roback,6,N12345,2665.4
163,4585,LAE,United States,6/7/2023 10:14,Russia,17/10/2022,13.75,22,Costa Rica,911.6,13.43,F6,Bentlee O'Leary,6,N12345,2242.85
164,3802,DMK,Palestinian Territory,6/7/2023 14:13,Afghanistan,10/4/2022,2.57,89,Thailand,422.02,45.61,F6,Willetta Pinnocke,8,NABCDE,1576.92
165,6638,PIO,Greece,6/7/2023 13:00,Brazil,6/4/2022,23.73,94,Peru,662.2,30.26,E5,Shelly Fowls,5,N12345,2810.92
166,4257,SHI,Uganda,6/7/2023 23:56,Brazil,12/11/2022,17.97,42,Democratic Republic of the Congo,342.8,25.56,E5,Merralee Huntley,9,NABCDE,3698.19
167,9090,NPH,China,6/7/2023 15:14,Sri Lanka,2/10/2022,7.3,30,United States,529.29,28.12,D4,Ursula MacCauley,7,NABCDE,2662.3
168,4918,WAZ,Russia,6/7/2023 09:40,Indonesia,28/4/2022,17.49,38,Indonesia,476.48,13.49,F6,Nichole Stoving,9,NABCDE,3262.41
169,607,LXN,Syria,6/7/2023 11:08,Japan,27/8/2022,4.57,47,Belarus,957.03,30.61,F6,Alleen Visick,9,NABCDE,2813.4
170,2848,KSS,Greece,6/7/2023 12:45,Japan,26/11/2022,21.38,93,Honduras,841.02,22.29,F6,Joel Oakley,3,N67890,2525.08
171,4630,ZTH,Morocco,6/7/2023 03:16,China,24/9/2022,9.49,75,China,136.45,45.1,F6,Hercules Barkworth,10,N67890,695.63
172,3445,QSI,Indonesia,6/7/2023 01:11,United Kingdom,23/1/2022,12.11,43,Indonesia,611.88,38.6,D4,Chase Dillingstone,1,N67890,2491.25
173,6904,NYR,Indonesia,6/7/2023 21:28,Uganda,12/10/2022,19.86,28,Hungary,839.72,14.22,E5,Fanchon Conroy,9,NABCDE,2206.33
174,2304,AQG,Indonesia,6/7/2023 18:32,Bulgaria,18/9/2022,6.53,55,Bangladesh,259.39,45.62,E5,Mendel Cullagh,9,NABCDE,1479.26
175,2532,EDB,France,6/7/2023 15:56,Venezuela,20/12/2022,1.25,65,China,320.44,6.47,E5,Kirby Dunbavin,2,NABCDE,897.36
