id,secure_code,airline,departure_city,departure_date,arrival_airport,arrival_city,arrival_time,passenger_name,passenger_gender,seat_number,currency,departure_gate,flight_status,co_pilot_name,aircraft_type,fuel_consumption
2056,01H4EEMRDK9V22VYQ2DV1W5MYA,American,Shimen,9/3/2022,SRA,Kuruman,6/7/2023 14:28,Cori Cubbit,Male,B2,CNY,B2,On Time,Holt Scurrer,Boeing 737,5796.57
2057,01H4EEMRDN1KD17GB5DKCPS7RB,United,Helsingborg,14/8/2022,FEB,Słotowa,6/7/2023 17:39,Pascale Joney,Male,B2,SEK,B2,Delayed,Shell Osburn,Embraer E190,1448.6
2058,01H4EEMRDRDVSCWMES9SSA4117,American,Jenamas,21/11/2022,ADA,Richmond,6/7/2023 01:02,Britteny Jans,Female,C3,IDR,A1,On Time,Peria Kynvin,Airbus A320,4642.38
2059,01H4EEMRDVZCW0BARJZ8GDVP3Z,American,Levallois-Perret,22/2/2022,GXX,Laugar,6/7/2023 15:57,Donni Shermore,Female,A1,EUR,C3,On Time,Clementine Kief,Airbus A320,1063.01
2060,01H4EEMRDYYJQ423CDQYHZ6BP2,Delta,Şanā’,8/9/2022,OVE,Newark,6/7/2023 07:37,Dewitt Kaine,Male,B2,YER,A1,On Time,Laurens Drinkale,Embraer E190,4492.74
2061,01H4EEMRE155RD17TQZK5V776Q,Delta,Kobuleti,26/9/2022,RZA,Извор,6/7/2023 22:10,Brigit Fillimore,Female,B2,GEL,B2,Delayed,Britney Lesser,Embraer E190,7163.72
2062,01H4EEMRE4EJH4K3RRD169CRZC,American,Cafe,14/6/2022,OKL,Āsasa,6/7/2023 08:29,Ara Giorgielli,Female,B2,PHP,A1,Cancelled,Ardath Cromleholme,Airbus A320,8286.69
2063,01H4EEMRE78T2FSATAM9R3Z47X,United,Zalewo,2/6/2022,MPV,Zhaxirabdain,6/7/2023 22:35,Marcy Ashingden,Female,C3,PLN,B2,On Time,Cindi Grinsdale,Embraer E190,6377.63
2064,01H4EEMREBMT2BYHQ72J7212GB,United,Lons-le-Saunier,30/9/2022,KBQ,Yuejin,6/7/2023 10:54,Maia Kadwallider,Female,A1,EUR,C3,Delayed,Sabina Coales,Airbus A320,4129.36
2065,01H4EEMREFMDNAN7BX8Q160HD4,American,Shangcheng Chengguanzhen,11/1/2022,LRS,Lodan Wetan,6/7/2023 12:57,Arni Mummery,Male,B2,CNY,A1,On Time,Burch Threlkeld,Airbus A320,5367.52
2066,01H4EEMREKNWXVEA3MP68B1YNZ,American,Sharga,11/1/2022,TEX,Hobaramachi,6/7/2023 06:44,Amil Benardeau,Female,C3,MNT,A1,Cancelled,Miguelita Catonne,Airbus A320,7902.47
2067,01H4EEMREPK3AYBF0NXAYAQKVF,American,Luocun,3/4/2022,LEF,Ishurdi,6/7/2023 02:03,Alaric Goodrick,Male,A1,CNY,A1,On Time,Alexandro Buggs,Embraer E190,1259.81
2068,01H4EEMRET64MXWRE6FZDJWFN3,Delta,Mostovskoy,23/5/2022,ZLO,Pohang,6/7/2023 00:04,Jillayne Gilford,Female,A1,RUB,B2,Cancelled,Perl Ceyssen,Airbus A320,7226.78
2069,01H4EEMREYDNCJT3D2G94J4WEW,United,Sophia Antipolis,7/11/2022,KEF,Paris 08,6/7/2023 13:32,Heindrick Audus,Male,A1,EUR,A1,Delayed,Jules Cutress,Embraer E190,3119.56
2070,01H4EEMRF2K20SQRZ10NE80VZ6,United,Vancouver,22/2/2022,TAL,Batanghari,6/7/2023 21:52,Sharyl Websdale,Female,B2,USD,C3,Delayed,Mellie Keeri,Embraer E190,7550.25
2071,01H4EEMRF62RQ74Z7S3A6BXN3P,United,Alexandria,28/12/2022,LLH,Strängnäs,6/7/2023 01:32,Brock Dykes,Male,C3,USD,C3,On Time,Carver Kohnen,Boeing 737,8651.45
2072,01H4EEMRF9W7G61Q2W8C3AFV25,United,Tomaševac,30/9/2022,OKQ,Yangzhuang,6/7/2023 17:36,Ilario Cloy,Male,A1,RSD,C3,On Time,Merill Ollie,Boeing 737,9231.93
2073,01H4EEMRFCWNXECC61A9TG2TZ8,American,Paris 13,15/11/2022,EGX,Grand-Bassam,6/7/2023 07:03,Kelcy Lapree,Female,C3,EUR,C3,Delayed,Lorry Strotton,Airbus A320,6555.47
2074,01H4EEMRFFJ7QSPGEN89E9BCRE,Delta,Greytown,29/5/2022,SLX,Argotirto Krajan,6/7/2023 22:27,Filmore Deek,Male,B2,ZAR,A1,On Time,Hobart Gillman,Airbus A320,8244.0
2075,01H4EEMRFJMQSB6E3GBMZSXME2,American,Orahovica,17/7/2022,SQH,Chornoliztsi,6/7/2023 04:00,Almira Killigrew,Female,A1,HRK,B2,Cancelled,Etheline Brownsea,Airbus A320,5382.19
2076,01H4EEMRFNC6NA2HX8CA9Y9JR7,American,Dalkey,30/3/2022,BQS,Komysh-Zorya,6/7/2023 06:29,Cynthie Jacomb,Female,C3,EUR,B2,Cancelled,Ynes O'Neil,Embraer E190,5150.48
2077,01H4EEMRFQFJN7BGFANNAJK131,United,Leran Wetan,8/5/2022,YFO,Sosnovka,6/7/2023 15:01,Elana Lathee,Female,B2,IDR,B2,Delayed,Clarice Statter,Airbus A320,3625.1
2078,01H4EEMRFVHPV8RDNJRJJABQSG,American,San Diego,19/1/2022,NOR,Si Racha,6/7/2023 06:19,Foss Slad,Male,A1,USD,B2,Delayed,Justinian McCarver,Boeing 737,2306.61
2079,01H4EEMRFY3T7JA00867JCX5KC,American,Piúma,25/3/2022,RAL,Charopó,6/7/2023 15:48,Gene Jarman,Male,A1,BRL,B2,On Time,Ali Lethibridge,Embraer E190,7295.46
2080,01H4EEMRG141WMP69CZ8636A21,American,Areado,2/8/2022,OPF,Orong,6/7/2023 22:06,Germain McQuilty,Female,C3,BRL,C3,Cancelled,Lenee Tremlett,Embraer E190,5939.68
2081,01H4EEMRG364C0XFM315DMG7XT,United,Qulaybīyah,21/2/2022,SQW,Jönköping,6/7/2023 06:28,Lonny Kelberer,Male,B2,TND,B2,Delayed,Curtice Villa,Airbus A320,2742.6
2082,01H4EEMRG6P5Y70BHB421G40VZ,American,Torre de Moncorvo,14/3/2022,AGK,Hanjia,6/7/2023 02:25,Pip Baelde,Male,B2,EUR,C3,Delayed,Shurlock Kebell,Airbus A320,8113.66
2083,01H4EEMRG9ZW7TSZPBKZVV56K4,Delta,Lengshuijing,18/12/2022,YQW,Serra,6/7/2023 19:09,Madonna Denisevich,Female,B2,CNY,A1,Cancelled,Kynthia Errey,Boeing 737,6748.88
2084,01H4EEMRGDQB98NM985DMWGKAT,American,Uppsala,18/3/2022,ISC,Medveđa,6/7/2023 03:07,Orv Skellington,Male,C3,SEK,B2,Cancelled,Vin Karpf,Airbus A320,2947.32
2085,01H4EEMRGJH9CC4XDK8Y5FP0B2,United,Aurora,8/10/2022,YLD,Moravská Třebová,6/7/2023 06:37,Aurilia Morriss,Female,C3,PHP,B2,Delayed,Sharity Semple,Airbus A320,4735.17
2086,01H4EEMRGQ3Y1D7DBT74ZMY40W,American,Zhouji,2/10/2022,VFA,Genting,6/7/2023 09:42,Aguistin Fossitt,Male,B2,CNY,A1,Delayed,Laurie Marguerite,Boeing 737,5014.41
2087,01H4EEMRGWTRFRPKJ7MEKDEJJC,United,Kanungu,6/2/2022,BCA,Przewóz,6/7/2023 09:47,Torey Alldread,Genderfluid,A1,UGX,B2,Cancelled,Margaretha Waterfield,Airbus A320,2409.58
2088,01H4EEMRH2ZDPXAYN8XTDDM13K,American,Al Midyah,14/5/2022,TBE,Xinshan,6/7/2023 03:56,Mohandas Ferne,Male,C3,ILS,A1,Delayed,Bertrando Owthwaite,Embraer E190,9644.47
2089,01H4EEMRH74C23R60S12QTATRA,Delta,Mādārīpur,26/9/2022,CIS,Roshal’,6/7/2023 21:27,Magnum Mullany,Male,A1,BDT,B2,Cancelled,Ciro Berre,Airbus A320,4294.63
2090,01H4EEMRHDEJRWAAV0VSTR7E7B,American,Zhongling,8/3/2022,MLQ,Meizhuang,6/7/2023 19:10,Rosana Farguhar,Female,B2,CNY,B2,Delayed,Romonda Grinikhin,Airbus A320,7900.6
2091,01H4EEMRHJHD5KDS6DMZQZREBM,United,Zhongzhai,5/12/2022,SBL,Jistebnice,6/7/2023 01:04,Cyrus Tsar,Male,C3,CNY,B2,Cancelled,Reynolds Haggish,Boeing 737,3856.99
2092,01H4EEMRHQS05M8Z2Z4JPFRHBJ,United,Cacoal,19/5/2022,SXW,Petrovsk,6/7/2023 01:28,Ancell Meert,Male,C3,BRL,B2,On Time,Sigismundo Skone,Embraer E190,1252.33
2093,01H4EEMRHXXYM4NN3XCA5WYNS7,United,Haukipudas,7/8/2022,EXM,Ryazhsk,6/7/2023 18:12,Ced Oxborough,Male,A1,EUR,C3,Delayed,Levey Burgoine,Boeing 737,6589.94
2094,01H4EEMRHZ5ESXCHM4CCS9R5TZ,United,Medellin,12/4/2022,EFL,Huizhou,6/7/2023 21:07,Archibaldo Cartmael,Male,A1,PHP,B2,Delayed,Vick Reeks,Airbus A320,8927.57
2095,01H4EEMRJ26D2ESPQS8Q08T1FZ,Delta,Dallas,2/6/2022,PPY,Montalvão,6/7/2023 16:01,Wallace Lalor,Male,C3,USD,C3,Delayed,Jordon Cullingworth,Boeing 737,7032.75
2096,01H4EEMRJ50QT7G82XNXDB5JE4,Delta,Kazanlŭk,2/10/2022,DMB,Comandante Luis Piedra Buena,6/7/2023 12:10,Rodolfo McGarahan,Genderqueer,A1,BGN,B2,On Time,Gertie Gillon,Airbus A320,7336.41
2097,01H4EEMRJ8G03VQ3BTBW9YSKF9,United,São Domingos do Maranhão,14/2/2022,KLV,Benito Juarez,6/7/2023 19:08,April Millberg,Female,B2,BRL,C3,On Time,Nonna Baseke,Airbus A320,5768.41
2098,01H4EEMRJBEYTBPQNJVTG2MCJ3,American,Soroca,3/8/2022,BTN,Mayapusi,6/7/2023 12:49,Carri Walesby,Female,A1,MDL,A1,Cancelled,Blakeley Fear,Airbus A320,2990.5
2099,01H4EEMRJE1RDJV3FAFH7AW48J,Delta,Ruixi,6/3/2022,BFO,Des Moines,6/7/2023 22:53,Donnie Huyton,Polygender,B2,CNY,B2,Cancelled,Isidro Labusquiere,Embraer E190,2713.07
2100,01H4EEMRJH4C2RK7Q2A34DHQ9B,American,Xidajie,16/2/2022,CYF,Yulin,6/7/2023 18:34,Robena O'Gorman,Female,C3,CNY,A1,Cancelled,Adelind Oxford,Boeing 737,2721.34
2101,01H4EEMRJMS8JGTPKDCH7NEBMP,Delta,Żywiec,1/4/2022,MKY,Haicheng,6/7/2023 13:42,Prince Flitcroft,Male,A1,PLN,A1,Delayed,Thaxter McGinley,Airbus A320,4830.33
2102,01H4EEMRJQBZZ680YA22FDE64T,American,Oslo,12/5/2022,UTG,Mufumbwe,6/7/2023 03:12,Murdoch Werrit,Male,A1,NOK,A1,On Time,Silvano Tilson,Embraer E190,7539.71
2103,01H4EEMRJTVMEQGDHDEJC2D0T2,Delta,Repušnica,21/7/2022,BBV,Hīrna,6/7/2023 21:13,Kenton Rojas,Male,A1,HRK,B2,On Time,Grover Dietmar,Boeing 737,6388.14
2104,01H4EEMRJX58DZD15Z9EX0N01Z,Delta,Papatowai,2/6/2022,AHT,Tunbao,6/7/2023 00:32,Quinn Clearley,Female,A1,NZD,C3,Delayed,Jeana Rasmus,Embraer E190,5103.69
2105,01H4EEMRJZH73CX6DVYRH2Y2MV,American,Uddiawan,2/8/2022,NKD,Tampekan,6/7/2023 05:41,Jereme Burnage,Male,B2,PHP,A1,On Time,Sayres Willard,Airbus A320,1616.71
2106,01H4EEMRK2YDFJ2W2Z99EZJXDQ,Delta,Pantenan,18/3/2022,KEZ,Daqingshan,6/7/2023 23:34,Chelsea Ruggles,Female,C3,IDR,B2,Delayed,Ora Anyene,Airbus A320,1571.72
2107,01H4EEMRK53KSANSHAY511HCHF,Delta,Karak City,20/12/2022,YDJ,New Bedford,6/7/2023 21:37,Mikkel Tabbitt,Male,B2,JOD,C3,Cancelled,Vernon Skingle,Airbus A320,4075.65
2108,01H4EEMRK8XMZENJC8QE00QXE8,United,Stockholm,12/4/2022,YAZ,Bestöbe,6/7/2023 04:04,Hurley Hare,Male,A1,SEK,C3,On Time,Frasier Geroldi,Airbus A320,3604.85
2109,01H4EEMRKBA5J87QJ2BXKSA280,Delta,Angered,4/4/2022,ORA,Imperatriz,6/7/2023 01:39,Eddie Novello,Male,C3,SEK,B2,Delayed,Parrnell Kummerlowe,Embraer E190,2157.77
2110,01H4EEMRKEZ2K3EQM2XG20R1QT,American,Budapest,20/10/2022,LUW,Mitsukaidō,6/7/2023 21:42,Shawn McGreal,Female,B2,HUF,C3,Cancelled,Frayda Minchinden,Boeing 737,1367.42
2111,01H4EEMRKGVNK3QB6K49Q90RCD,Delta,Bantarpanjang,5/10/2022,SEX,Kalijeruk,6/7/2023 02:29,Timmie Steers,Female,C3,IDR,B2,On Time,Randy Linfitt,Embraer E190,1167.6
2112,01H4EEMRKKQJF27630Z58K2AVY,Delta,Qīr Moāv,27/11/2022,FVM,Maulavi Bāzār,6/7/2023 15:21,Hillary Ball,Male,C3,JOD,A1,On Time,Griffie Zohrer,Embraer E190,2813.96
2113,01H4EEMRKP06HJGPP27KJS7CMY,American,Oinoússes,10/7/2022,PGU,Hepingjie,6/7/2023 23:41,Amalee McMychem,Bigender,B2,EUR,C3,Delayed,Mariann Mitroshinov,Embraer E190,5438.49
2114,01H4EEMRKSSHGDQNZCE678D7TF,Delta,Tepal,22/12/2022,SEQ,Sendung,6/7/2023 04:23,Myrah Guirardin,Genderqueer,C3,IDR,B2,Delayed,Hewett Grimbaldeston,Embraer E190,3950.31
2115,01H4EEMRKXTH2QHPXGSFXW6EK3,Delta,Gia Ray,1/9/2022,OSN,Carman,6/7/2023 02:44,Liz Cufflin,Female,C3,VND,C3,On Time,Delila Sprankling,Embraer E190,7743.9
2116,01H4EEMRM2QJQZTPRVRP8AFFHB,Delta,Orlu,5/12/2022,BAS,Changchun,6/7/2023 21:44,Caitlin Sunner,Female,A1,NGN,C3,Delayed,Layne Joseff,Boeing 737,4272.86
2117,01H4EEMRM5E9WBRTB3AYCY6T8B,Delta,Agat Village,10/12/2022,EKO,Temryuk,6/7/2023 04:48,Jorey Gillmore,Female,B2,USD,A1,On Time,Ruby Lamprey,Airbus A320,9466.78
2118,01H4EEMRM8ZD176DJMXK53MHGX,United,Voyinka,10/11/2022,QJD,Casal do Sapo,6/7/2023 17:22,Kattie Mytton,Female,B2,UAH,A1,Cancelled,Dyanne Claye,Boeing 737,6934.17
2119,01H4EEMRMA1V52RBNFXP167NJV,Delta,Kashima,18/2/2022,QSI,Longtan,6/7/2023 17:37,Caleb Mannie,Male,B2,JPY,A1,Cancelled,Jarib Aveson,Airbus A320,9214.99
2120,01H4EEMRMDDX92VGE4DFS714AB,American,Mat-i,1/1/2022,UBP,Dawang,6/7/2023 08:59,Emmalynn Ebbing,Female,C3,PHP,B2,Cancelled,Elora MacIllrick,Boeing 737,3209.28
