id,secure_code,airline,departure_city,departure_date,arrival_airport,arrival_city,arrival_time,passenger_name,passenger_gender,seat_number,currency,departure_gate,flight_status,co_pilot_name,aircraft_type,fuel_consumption
4023,01H4EEMZ4QX9RW036T90A0MZ56,United,Weston,31/5/2022,PCH,Fangjun,6/7/2023 13:48,Anna-diane Ladd,Bigender,A1,GBP,B2,Delayed,Joelie Dies,Embraer E190,4122.18
4024,01H4EEMZ4T1A2MV47979ZTVEJV,United,Umeå,14/8/2022,RHD,Đắk Mil,6/7/2023 19:02,Rowney Shakesby,Male,A1,SEK,A1,On Time,Vin Hornbuckle,Boeing 737,6542.98
4025,01H4EEMZ4XDGEJ3F542HJ1C1H9,American,Khŭjand,16/1/2022,SXM,Timashëvsk,6/7/2023 14:47,Gaye Dowgill,Female,C3,TJS,A1,Delayed,Fidela Denys,Airbus A320,3377.11
4026,01H4EEMZ50Z8PK63TE3VMSMGY7,Delta,Zboriv,6/8/2022,FDK,Padre Bernardo,6/7/2023 18:09,Kale Ethelstone,Male,A1,UAH,A1,On Time,Gail Finley,Boeing 737,2728.05
4027,01H4EEMZ5399GTEFNPX4Y3927N,United,Tais,17/8/2022,PBB,Fu’an,6/7/2023 07:50,Templeton Blair,Male,C3,IDR,A1,On Time,Alf Croneen,Embraer E190,8230.0
4028,01H4EEMZ56JGD6EHV5SWBB7ZW8,United,San Ignacio,21/1/2022,PQS,Sundsvall,6/7/2023 15:51,Rhianna Froschauer,Female,B2,HNL,A1,Cancelled,Christan Widmoor,Boeing 737,6442.05
4029,01H4EEMZ596VPWXZ1N4MQNJ92K,American,Sarvābād,6/8/2022,MSA,Dadoupu,6/7/2023 07:36,Byram Klemke,Male,A1,IRR,C3,Delayed,Ruperto Ridhole,Embraer E190,5243.72
4030,01H4EEMZ5B7NZ3XBFJAA88VE76,Delta,Houston,19/2/2022,SVJ,Purwasari,6/7/2023 13:27,Tobye Petlyura,Female,B2,USD,B2,On Time,Eudora Olney,Airbus A320,6839.04
4031,01H4EEMZ5EBABEXC339DRNAQSD,United,Viso,1/1/2022,ERH,Hidalgo,6/7/2023 22:34,Sumner MacGillivray,Male,A1,EUR,C3,Delayed,Araldo Arnauduc,Airbus A320,8279.01
4032,01H4EEMZ5HMG4CNBK8PNKMDFPG,United,Padaran,14/8/2022,GPB,Horad Rechytsa,6/7/2023 18:04,Fallon Fritschel,Polygender,B2,IDR,A1,Cancelled,Jenelle Litel,Embraer E190,2592.8
4033,01H4EEMZ5M6DT6GNEZG971NRBW,American,Hujia,10/1/2022,BSI,Stockholm,6/7/2023 23:01,Wileen Breeton,Female,B2,CNY,A1,On Time,Anjela Wapplington,Boeing 737,3965.42
4034,01H4EEMZ5Q05SWA804SN2RTCVM,United,Casal da Serra,7/1/2022,EMS,Dongfeng,6/7/2023 16:21,Berte Eayres,Female,C3,EUR,A1,Delayed,Justinn Tomet,Boeing 737,7389.88
4035,01H4EEMZ5TX7T7QERQQ5M0SVP8,Delta,Portel,7/11/2022,TID,Longsha,6/7/2023 14:47,Tessy Klementz,Female,A1,BRL,C3,Cancelled,Leslie Menico,Airbus A320,3487.0
4036,01H4EEMZ5X0RJDDMHB0H29KR7B,United,Parthenay,22/8/2022,BRG,Ostrožská Nová Ves,6/7/2023 15:08,Michell Hallewell,Female,C3,EUR,B2,Delayed,Issy Whitsun,Boeing 737,6842.97
4037,01H4EEMZ5ZMNKHWPZVX9GHMNPR,Delta,Lappajärvi,20/2/2022,NOB,Rouen,6/7/2023 22:39,Charmian Collman,Female,A1,EUR,A1,Delayed,Ailis Desporte,Boeing 737,6290.08
4038,01H4EEMZ62A333Y0AVGPP6SVSV,United,Nan’an,26/2/2022,ANQ,Cairima,6/7/2023 22:05,Germayne Pinnigar,Male,A1,CNY,A1,On Time,Alexis Woolacott,Embraer E190,9731.47
4039,01H4EEMZ659S9J1H7BTE83RS9Y,Delta,Cayambe,27/7/2022,PIN,Ban Chalong,6/7/2023 00:48,Palmer Dennick,Male,C3,USD,B2,Delayed,Nye Moyse,Boeing 737,5566.36
4040,01H4EEMZ6814W6N9W0NE61RY7D,Delta,Lysyanka,28/1/2022,MTF,Kedungtuban,6/7/2023 14:03,Ede Wilmut,Polygender,B2,UAH,A1,Delayed,Randall Granville,Boeing 737,5761.53
4041,01H4EEMZ6BABVVBRPA81ZF0S3J,United,Kherson,16/10/2022,GRS,Radashkovichy,6/7/2023 01:53,Kory MacAskill,Male,B2,UAH,A1,Cancelled,Kenyon Weddup,Boeing 737,9599.85
4042,01H4EEMZ6EBEYNNBKG5J94SN2H,United,Libice nad Cidlinou,17/5/2022,LAQ,Mulyosari,6/7/2023 20:39,Blakeley Clarson,Non-binary,B2,CZK,C3,Delayed,Nikaniki Boc,Airbus A320,1225.72
4043,01H4EEMZ6HGPXG3Q9A1X1152NV,American,Armanāz,9/10/2022,SUH,Qiangtou,6/7/2023 07:14,Berget Stutte,Female,B2,SYP,A1,Cancelled,Petronia Brunnstein,Boeing 737,7812.79
4044,01H4EEMZ6NE9AQ15YXJ7YEX7HF,American,Calizo,4/6/2022,KTV,Tanlad,6/7/2023 03:55,Torrance Ackermann,Male,C3,PHP,B2,Cancelled,Putnam Wimpenny,Embraer E190,8956.63
4045,01H4EEMZ6RBMWKJ5YNBX1QGCZ3,United,Wirral,24/11/2022,CLY,Jingcheng,6/7/2023 10:51,Demetris Rosenblad,Non-binary,C3,GBP,B2,Delayed,Carly Court,Airbus A320,8419.88
4046,01H4EEMZ6WQ9WEJ69P5TKJQ20J,American,Bagu,29/3/2022,DDN,Lumbangan,6/7/2023 20:51,Ruthi Barney,Female,C3,IDR,C3,Cancelled,Jackie Lideard,Embraer E190,3963.1
4047,01H4EEMZ702023ASQE4S5X90M3,United,Minchinābād,5/8/2022,ZJN,Chuandao,6/7/2023 17:39,Holmes Fergyson,Male,A1,PKR,B2,On Time,Nicolis Mc Queen,Embraer E190,8854.99
4048,01H4EEMZ74JT03GQKS9WNFPVZT,United,Parung,8/8/2022,TUB,Ängelholm,6/7/2023 00:53,Herta Nisbet,Female,A1,IDR,B2,Cancelled,Rosmunda Joberne,Boeing 737,6444.42
4049,01H4EEMZ78HMQEYWW7GZ65DABD,Delta,Reston,23/9/2022,MYG,El Soberbio,6/7/2023 12:57,Egan Simonazzi,Male,A1,USD,B2,Cancelled,Worth Pollastro,Embraer E190,3286.87
4050,01H4EEMZ7B8V7Q9FXS5ZSV3JE2,American,Nipawin,24/2/2022,FMO,Myrnyy,6/7/2023 18:15,Petronella Ivanikhin,Female,B2,CAD,A1,Cancelled,Kiley Oager,Airbus A320,6246.33
4051,01H4EEMZ7FWQYPP1K8K8S2AWR3,American,Niebocko,12/2/2022,PTX,Lampang,6/7/2023 23:39,Dulcine Cauley,Female,B2,PLN,C3,On Time,Maureen Hawley,Boeing 737,4038.01
4052,01H4EEMZ7KZVG2D8W6C9FV0S1G,American,Tutong,1/4/2022,RSJ,Taoyuan,6/7/2023 10:34,Rowney Sidaway,Male,C3,BND,C3,On Time,Portie Back,Embraer E190,4042.26
4053,01H4EEMZ7QBR99MXSS7XNCRKEC,United,Yongfeng,22/8/2022,LYK,Hiratachō,6/7/2023 06:17,Gizela Catchpole,Genderqueer,A1,CNY,B2,On Time,Rinaldo Spriggin,Embraer E190,9833.18
4054,01H4EEMZ7VWHFQP5ZZ5K1XD9DV,Delta,Telheira,5/11/2022,RED,Muhos,6/7/2023 13:14,Jo Orgel,Bigender,C3,EUR,C3,On Time,Mirabel Stichall,Embraer E190,1863.62
4055,01H4EEMZ7Y8Z10HK127SRQANSJ,United,Gazojak,8/11/2022,LUJ,Oslo,6/7/2023 21:42,Barbette Bowness,Female,B2,TMT,A1,Delayed,Conchita Grishukhin,Embraer E190,3584.71
4056,01H4EEMZ822QE3F22NRSPAQZR6,United,Killarney,4/11/2022,MSV,Shurugwi,6/7/2023 00:56,Jared Morde,Male,C3,CAD,B2,On Time,Hermie Hixley,Airbus A320,7178.49
4057,01H4EEMZ86JYEKV6KPJ366DS69,American,Kilju,26/1/2022,SJA,Sanying,6/7/2023 22:25,Saul Grelka,Male,B2,KPW,C3,Cancelled,Louie Schutze,Airbus A320,7133.74
4058,01H4EEMZ8APWXCYGHD9DX50A3H,United,Lutou,21/10/2022,CVM,Olavarría,6/7/2023 00:35,Evie Olensby,Genderfluid,B2,CNY,C3,Cancelled,Benoite Raddon,Airbus A320,5291.42
4059,01H4EEMZ8EN1QTP9RPFSHGNRFP,United,Vesëlyy,24/11/2022,YYL,Shibushi,6/7/2023 18:52,Dareen Abramcik,Female,A1,RUB,C3,Cancelled,Renell Sergean,Airbus A320,6263.73
4060,01H4EEMZ8GMQC9S9F06S9WREV9,United,Thiès Nones,10/10/2022,AXL,Ninghai,6/7/2023 21:51,Alayne Banger,Female,C3,XOF,A1,Cancelled,Zsa zsa Widdowfield,Airbus A320,1512.68
4061,01H4EEMZ8KTZ5VJV4WDZ0TXD8Y,United,Cerna,16/8/2022,CAB,Turnišče,6/7/2023 18:34,Maje Touson,Male,A1,HRK,B2,Delayed,Paolo Fibbit,Airbus A320,8544.5
4062,01H4EEMZ8P6X620S6FYDT2VTNK,United,Bandeirantes,30/3/2022,DAC,Velikiye Borki,6/7/2023 21:37,Elbertina Pattini,Female,C3,BRL,C3,Delayed,Erin Coite,Embraer E190,7254.46
4063,01H4EEMZ8SP71N54KPNZTMFN9J,United,Boulaouane,7/6/2022,SBZ,Uhryniv,6/7/2023 06:01,Giacopo Arondel,Male,B2,MAD,B2,On Time,Bryanty Gooder,Boeing 737,7128.06
4064,01H4EEMZ8WSR4FYR4ZH5XR6WFG,Delta,Sélibabi,7/5/2022,IPU,Mabamba,6/7/2023 19:46,Dur Tichelaar,Male,C3,MRO,A1,On Time,Tad Lavigne,Airbus A320,3360.24
4065,01H4EEMZ8ZV7B1223F3JMGN633,Delta,Chinch'ŏn,31/8/2022,TUD,Ozorków,6/7/2023 01:49,Fransisco Aldis,Male,C3,KRW,B2,On Time,Cecil le Keux,Embraer E190,9159.33
4066,01H4EEMZ91ECB04BRCDR0X3PEK,United,Guishan,17/7/2022,MRE,Norak,6/7/2023 03:39,Erskine Caley,Genderqueer,A1,CNY,B2,On Time,Thor Burleton,Boeing 737,9028.22
4067,01H4EEMZ94NYYJP7JAKK1RKFY2,American,Jingxin,26/5/2022,PKN,Santo Tomas,6/7/2023 11:29,Jackquelin Magee,Female,B2,CNY,B2,Delayed,Sara-ann Syphas,Airbus A320,1461.18
4068,01H4EEMZ97HZM1S47YDRAMB33A,Delta,Yixing,11/7/2022,ZIA,Cikiruh Wetan,6/7/2023 14:44,Jamal Erik,Male,C3,CNY,A1,Cancelled,Hebert Beevens,Embraer E190,7123.7
4069,01H4EEMZ9AWYDVBV7BC548JX10,Delta,Ban Phaeo,24/5/2022,AUL,Mae Sot,6/7/2023 18:27,Cletus Withull,Male,C3,THB,B2,Delayed,Mal Keech,Embraer E190,7356.17
4070,01H4EEMZ9DDGZQE9MB527Y8B7G,United,Mazańcowice,5/9/2022,EMP,Skalat,6/7/2023 21:17,Brynne Rushsorth,Female,A1,PLN,B2,Delayed,Kiersten Filippozzi,Airbus A320,4003.69
4071,01H4EEMZ9F31KW8YATM8HMAEM0,American,Shymkent,27/7/2022,CUL,Johnson City,6/7/2023 18:32,Emalee Woolmore,Female,B2,KZT,B2,Cancelled,Winifred Casini,Embraer E190,3501.44
4072,01H4EEMZ9J0YDRATRPG55Y18Y8,American,Dębno,17/7/2022,MLX,Mangusu,6/7/2023 08:01,Georgeanne Bembridge,Female,C3,PLN,A1,Cancelled,Jewell Brazelton,Boeing 737,3310.0
4073,01H4EEMZ9NB10J9VSN8PVGQDA9,United,Baipenzhu,3/2/2022,KEJ,Bichena,6/7/2023 10:58,Nanni Pavie,Female,A1,CNY,A1,On Time,Johnath Gedling,Embraer E190,1885.93
4074,01H4EEMZ9QW9E3C6D74833QG8Y,United,Sinop,26/2/2022,POB,Greater Napanee,6/7/2023 18:29,Alicea Thackston,Female,C3,BRL,B2,Delayed,Amitie Morkham,Airbus A320,9173.25
4075,01H4EEMZ9T0HPCTJMX1M2PFJ78,American,Sambuluan,22/9/2022,SEF,Neya,6/7/2023 20:29,Waldemar Greenaway,Male,A1,PHP,B2,Delayed,Dru Hattoe,Embraer E190,3540.36
4076,01H4EEMZ9X6WRQWYBEC5RTZJSA,American,Correia Pinto,8/10/2022,LDE,Stulovo,6/7/2023 22:56,Bettye Yanukhin,Female,B2,BRL,B2,On Time,Michelina Allot,Airbus A320,7394.18
4077,01H4EEMZA0K92FWYPMQSGXHV01,United,Genova,8/11/2022,ZNE,Viljakkala,6/7/2023 00:12,Eadmund Eisenberg,Genderfluid,A1,EUR,C3,Delayed,Fernande Martignoni,Embraer E190,9829.3
4078,01H4EEMZA2C42AYRJBZACFZVTR,United,Neuilly-sur-Seine,13/5/2022,BSW,Ledok,6/7/2023 04:44,Raff Southan,Male,C3,EUR,B2,Delayed,Sherwood Hindrick,Embraer E190,7063.78
4079,01H4EEMZA58MG1VZ7W1R0RATG0,United,Haiyang,19/11/2022,OAI,Cibanten,6/7/2023 04:36,Glynn Stennard,Male,B2,CNY,B2,Cancelled,Town Feasey,Airbus A320,2024.09
4080,01H4EEMZA8EFNM5Y2DQP81G6GJ,United,San Isidro,30/8/2022,LSA,Drásov,6/7/2023 00:35,Guendolen Nockles,Female,C3,PHP,B2,On Time,Karee Jeremaes,Boeing 737,2984.17
4081,01H4EEMZABQ95T8J3N0064ZBRZ,United,Wolin,18/7/2022,EHT,Zhuting,6/7/2023 00:13,Joseito Grogor,Male,C3,PLN,A1,Delayed,Adolphus Jennaway,Boeing 737,5036.14
4082,01H4EEMZAD4X232KZZ9ABMDDGY,American,Karangduren Dua,1/12/2022,CPI,Zarrīn Shahr,6/7/2023 20:36,Louie Burry,Male,B2,IDR,A1,Delayed,Bentley Trayford,Boeing 737,8531.95
4083,01H4EEMZAGTCWYTKCFVCBY19N1,United,Matsumoto,26/2/2022,NCL,As Sukhnah,6/7/2023 21:01,Tobe Vahl,Polygender,A1,JPY,B2,On Time,Pamela Ruos,Airbus A320,6555.22
4084,01H4EEMZAKGXET59ARJ49SR2WC,American,Askaniya Nova,6/2/2022,IXM,Oral,6/7/2023 11:58,Concordia Ollerhead,Female,C3,UAH,A1,On Time,Issy Rickword,Embraer E190,7736.51
4085,01H4EEMZANHGKQXDH9CQ45BT0E,United,Santa Bárbara d'Oeste,11/2/2022,SYE,Ituberá,6/7/2023 06:36,Godwin Goodboddy,Polygender,B2,BRL,A1,Delayed,Lisbeth McGinty,Embraer E190,6638.76
4086,01H4EEMZARWJSZ5CD121RZZES2,United,Kingston,4/7/2022,VPG,Kraczkowa,6/7/2023 23:03,Charissa Crohan,Female,A1,GBP,A1,Cancelled,Violetta Linnitt,Embraer E190,9585.96
4087,01H4EEMZAVDW7GVQ47PAKYF7C8,Delta,Río Segundo,1/8/2022,YYB,Dadianzi,6/7/2023 09:36,Paulita Besemer,Female,C3,ARS,B2,Cancelled,Vyky Cunio,Boeing 737,9094.43
4088,01H4EEMZAYHNSCEXH5RR0FQ4P4,Delta,Mori,7/5/2022,BCP,Digah,6/7/2023 17:15,Kathryn Le Page,Female,C3,CNY,A1,On Time,Annabal Tracy,Boeing 737,1481.66
4089,01H4EEMZB0W0JECE8QMZNTYASH,Delta,Kotovo,20/8/2022,SNA,Dubăsari,6/7/2023 21:40,Alley Pinnigar,Male,A1,RUB,A1,Cancelled,Jarrett Buxy,Embraer E190,5642.11
4090,01H4EEMZB3A70CJX7FV4PAA81Z,United,Sigou,24/1/2022,MGD,Al Qūşīyah,6/7/2023 15:56,Vanni Blackader,Female,B2,CNY,B2,On Time,Moira Kings,Embraer E190,3461.06
4091,01H4EEMZB6S9BDJ59VP0RZ6B8E,Delta,Xintian,15/12/2022,PMG,Vodnjan,6/7/2023 07:37,Silvana Crucetti,Female,C3,CNY,B2,Cancelled,Eartha de Aguirre,Embraer E190,7795.47
4092,01H4EEMZB8HK9RJMAY16VBSB1N,United,Judaydah,7/11/2022,DZI,Ocaña,6/7/2023 16:13,Evelyn Digges,Male,C3,YER,A1,Delayed,Elvin Diloway,Airbus A320,7063.77
4093,01H4EEMZBBVMGX64DE4X9XVFXD,American,La Cañada,22/6/2022,OOK,Tsurib,6/7/2023 00:44,Honor Studeart,Female,C3,MXN,C3,On Time,Elie Kesten,Airbus A320,8490.55
4094,01H4EEMZBEJY07VKAFDA2C0XR6,American,Mas‘adah,5/6/2022,DNV,Gressier,6/7/2023 05:17,Quintin Iban,Bigender,A1,SYP,A1,On Time,Griffith Bather,Airbus A320,6548.67
4095,01H4EEMZBHHG4HBGJZB786F6XJ,American,Sojo,24/4/2022,XTR,Ayía Triás,6/7/2023 23:07,Denys Burgot,Female,C3,PEN,A1,Cancelled,Corella O'Sheilds,Boeing 737,4754.86
4096,01H4EEMZBMJFSBAXMSN87YXNV8,American,Vitanje,31/7/2022,TSR,Trzebinia,6/7/2023 02:47,Tedie Georgot,Male,B2,EUR,B2,Cancelled,Kristoffer Beloe,Airbus A320,4984.7
4097,01H4EEMZBP2Z10JFVZ2MM7HTX8,American,Kakamega,24/10/2022,AXJ,Bukedea,6/7/2023 11:15,Randell Bliss,Male,B2,KES,B2,Cancelled,Grannie MacCaig,Airbus A320,1062.68
4098,01H4EEMZBS2659JXKK8QWQ0CMF,United,Kaburon,5/6/2022,BHQ,San Jose,6/7/2023 09:34,Emmalyn Hellwig,Non-binary,A1,IDR,B2,Cancelled,Theodora Unitt,Embraer E190,9384.6
4099,01H4EEMZBWQFA7VE88QS9JGF5S,United,Donggu,23/3/2022,FRI,Yeroẖam,6/7/2023 06:35,Muire Kirrage,Female,B2,CNY,A1,On Time,Selle Forkan,Airbus A320,9117.2
4100,01H4EEMZBZ6QE0R3BDHGHKRJ4E,Delta,Vila Nova,16/9/2022,MBX,Västervik,6/7/2023 17:40,Manuel Trembley,Polygender,B2,EUR,C3,On Time,Taddeusz Mollindinia,Airbus A320,5731.28
4101,01H4EEMZC261V87XSR4J52K0V5,United,Santiago,16/1/2022,ZSA,Bilyarsk,6/7/2023 11:11,Buck Bartke,Male,C3,PHP,C3,Delayed,Verne Meneghelli,Embraer E190,2132.51
4102,01H4EEMZC4MJAY1PJR32WTT2M1,United,Richmond,11/9/2022,WRI,Masākin,6/7/2023 02:53,Romonda Thunnercliff,Female,A1,USD,B2,On Time,Petunia Kuller,Airbus A320,3038.0
4103,01H4EEMZC7CGGRHFK0T1991E5Z,Delta,Arāk,25/2/2022,AUA,Wotan,6/7/2023 13:58,Rurik Rochester,Male,C3,IRR,A1,On Time,Gasparo Moodycliffe,Embraer E190,2030.24
4104,01H4EEMZCAPJHNX2VM2X4TQXZ2,American,Pucheng,3/7/2022,GSR,Donghui,6/7/2023 00:38,Jordon Maingot,Male,B2,CNY,B2,Cancelled,Dougy Alphege,Boeing 737,4249.35
4105,01H4EEMZCC0QPQMFEKRWT1769Z,United,Tuqiao,30/5/2022,BZK,Volodarka,6/7/2023 01:36,Rudolph Blaycock,Polygender,C3,CNY,A1,Cancelled,Eugenie Emmet,Airbus A320,6568.1
4106,01H4EEMZCFJY85KGMVVWJ0EVBP,American,Iqaluit,18/1/2022,CGC,Purorejo,6/7/2023 03:45,Alix Vardy,Female,C3,CAD,B2,Cancelled,Grace Haysham,Boeing 737,1307.56
4107,01H4EEMZCJFE1HBZSJE90SDAPJ,United,Kaberamaido,29/5/2022,BRQ,Rietavas,6/7/2023 11:00,Annabell Kemson,Female,C3,UGX,C3,On Time,Celine Fladgate,Embraer E190,7254.32
4108,01H4EEMZCNDBPRY1C1QJCP1S6G,United,Palguyod,6/3/2022,DUC,Oebaki,6/7/2023 14:41,Georgiana Bruhnsen,Female,C3,PHP,B2,On Time,Jobey Turton,Boeing 737,8444.85
4109,01H4EEMZCQFAB0QJ5Q9DTTDAJG,Delta,Bi’r Ḩāt,14/6/2022,TDV,Chaupimarca,6/7/2023 03:34,Alick Lipyeat,Male,B2,YER,A1,Cancelled,Cleve Pergens,Airbus A320,1651.95
4110,01H4EEMZCTBAVWQM3GH470P3QN,Delta,Xiangshan,12/4/2022,PTA,Zishan,6/7/2023 02:18,Mamie Lindenman,Polygender,B2,CNY,C3,Delayed,Dex Ranby,Embraer E190,4585.86
4111,01H4EEMZCXBEJH7Q55PWCP4DZK,American,Cerava,9/4/2022,SWD,Oebatu,6/7/2023 21:06,Jaime Bonifazio,Female,B2,ALL,C3,On Time,Helsa Landon,Airbus A320,5455.43
4112,01H4EEMZD0NGQF2BE0AHSHYHMC,Delta,Taiping,31/8/2022,DCA,Dayushu,6/7/2023 06:48,Willa Fidgeon,Female,B2,CNY,A1,On Time,Kizzee Zannotti,Airbus A320,9209.85
4113,01H4EEMZD2AQ5H7EB09HSNHS0B,United,Ungca,26/8/2022,AMX,Rattanawapi,6/7/2023 21:43,Reinaldos Obin,Male,A1,PHP,B2,Cancelled,Olin Chew,Boeing 737,4860.74
4114,01H4EEMZD5XKXNBE40T0P5NYFV,Delta,Godziszów Pierwszy,10/7/2022,ELT,Liulin,6/7/2023 11:48,Gwendolin Cawse,Female,C3,PLN,B2,Delayed,Myranda Menpes,Boeing 737,1398.82
4115,01H4EEMZD8GBBXV7563MTZ6HTY,American,Louisville,29/11/2022,CXO,Nezhinka,6/7/2023 14:04,Adler Hatchell,Polygender,A1,USD,C3,Cancelled,Magdaia Cunniff,Airbus A320,9437.97
4116,01H4EEMZDBXY0A1D2A2DYAWHK5,Delta,Qorovulbozor,24/6/2022,ILD,Polanica-Zdrój,6/7/2023 16:37,Velvet Greenstreet,Female,B2,UZS,B2,Cancelled,Harmonia Dumphreys,Embraer E190,2749.72
4117,01H4EEMZDD65T41ER71V4GNPA0,Delta,Kyzyl-Oktyabr’skiy,2/11/2022,YAD,Goiânia,6/7/2023 17:28,Dallon Kuscha,Non-binary,A1,RUB,B2,Cancelled,Sonnie Fenty,Airbus A320,2913.87
4118,01H4EEMZDG9BA36G7CG46E0TM7,American,Bebandem,19/3/2022,LXN,Palermo,6/7/2023 05:05,Kasper Spencer,Male,C3,IDR,C3,Delayed,Eb Robel,Airbus A320,6373.68
4119,01H4EEMZDKVDWNDZW7C1DQTXKR,United,Gardawice,1/8/2022,CKK,Tominian,6/7/2023 07:27,Ignatius Jirek,Male,A1,PLN,A1,Cancelled,Curry Chilvers,Boeing 737,9452.29
