flight_id,flight_number,departure_airport,departure_country,departure_time,arrival_country,arrival_date,flight_duration,passenger_age,passenger_nationality,ticket_price,baggage_weight,arrival_gate,pilot_name,cabin_crew_count,aircraft_registration,flight_distance
4074,7689,KJK,Brazil,6/7/2023 21:40,Canada,7/1/2022,5.69,83,Philippines,63.31,1.33,E5,Sherline Edgin,4,N67890,714.07
4075,4070,LHI,Philippines,6/7/2023 18:56,Russia,19/6/2022,1.87,97,Indonesia,776.12,24.86,D4,Winslow Altoft,10,N67890,1748.37
4076,118,MYJ,Brazil,6/7/2023 08:09,Russia,18/11/2022,1.01,46,China,419.29,22.26,D4,Margarethe Huxton,8,N12345,1843.71
4077,1310,AXK,Italy,6/7/2023 19:22,Finland,23/11/2022,18.68,27,Canada,689.88,40.82,F6,Karry Heinritz,8,N67890,870.76
4078,6367,YXE,France,6/7/2023 05:50,Indonesia,20/4/2022,8.05,21,Peru,414.66,49.56,F6,Rolando Sywell,10,N12345,4979.52
4079,3602,FRM,China,6/7/2023 15:22,Indonesia,8/8/2022,4.06,69,Russia,239.54,2.06,E5,Lance Kinnerk,8,NABCDE,4728.03
4080,6517,BFU,Philippines,6/7/2023 02:13,Czech Republic,22/4/2022,3.71,45,Colombia,98.95,2.68,F6,Mavra Hathorn,1,NABCDE,2279.02
4081,963,GRF,Poland,6/7/2023 05:04,China,27/1/2022,5.09,88,Indonesia,287.71,22.86,F6,Launce Perdue,7,N12345,1902.29
4082,1844,YCN,Indonesia,6/7/2023 10:21,Iran,31/3/2022,1.22,65,Indonesia,156.78,24.16,F6,Cece Lichfield,7,N67890,3418.45
4083,2053,MDL,Japan,6/7/2023 21:50,Syria,1/4/2022,23.83,50,United States,538.41,32.38,F6,Gallard Paulat,10,N67890,2688.15
4084,9595,TAR,Ukraine,6/7/2023 17:13,Kazakhstan,11/10/2022,3.47,57,Mali,270.85,27.03,E5,Carlynn Bottrell,8,NABCDE,1001.35
4085,5326,YYT,Brazil,6/7/2023 16:01,Brazil,8/7/2022,3.28,62,Russia,82.17,37.68,D4,Sutton Skittrell,3,NABCDE,3876.09
4086,3898,SHZ,United Kingdom,6/7/2023 16:42,Poland,30/12/2022,5.17,58,Maldives,496.86,16.76,D4,Jordain Gabitis,6,N67890,160.63
4087,8422,INM,Argentina,6/7/2023 22:17,China,5/12/2022,16.59,79,Indonesia,198.4,38.26,F6,Abra Booley,2,N12345,656.75
4088,8455,RZN,China,6/7/2023 07:43,Azerbaijan,29/5/2022,4.39,48,Russia,369.15,14.82,F6,Emmaline Leadbeatter,2,NABCDE,2924.85
4089,1085,FSI,Russia,6/7/2023 22:20,Moldova,9/5/2022,2.11,58,Pakistan,866.32,27.03,F6,Nikolas Auton,9,N12345,2448.56
4090,1312,0,China,6/7/2023 22:56,Egypt,2/12/2022,14.05,26,Brazil,398.75,36.54,F6,Wylma Ollivier,10,NABCDE,1514.26
4091,7779,TQN,China,6/7/2023 06:54,Croatia,26/6/2022,10.91,31,Iran,807.22,41.36,F6,Daffy Joly,5,NABCDE,4590.89
4092,4208,AHF,Yemen,6/7/2023 12:07,Colombia,22/10/2022,15.79,93,Macedonia,813.18,34.99,E5,Kristoforo Farnan,1,N67890,3221.07
4093,8047,LVO,Mexico,6/7/2023 16:53,Russia,19/5/2022,13.93,54,Poland,682.87,15.08,E5,Tarrah Caddock,3,NABCDE,4351.32
4094,5882,DWO,Syria,6/7/2023 04:59,Haiti,28/5/2022,22.22,80,Indonesia,295.58,22.23,D4,Pennie Lampbrecht,7,NABCDE,1716.29
4095,5757,ERH,Peru,6/7/2023 13:01,Greece,26/11/2022,17.14,86,Russia,669.91,42.47,F6,Aeriela Jouanet,6,NABCDE,3077.4
4096,9587,PVL,Slovenia,6/7/2023 13:50,Poland,19/6/2022,23.91,83,Philippines,294.81,47.55,D4,Wheeler Bettis,5,NABCDE,3468.96
4097,3995,AJF,Kenya,6/7/2023 17:30,Uganda,17/9/2022,3.27,57,China,485.51,26.51,D4,Hastie Howett,7,N12345,4836.04
4098,8229,BIL,Indonesia,6/7/2023 21:35,Philippines,14/3/2022,15.12,90,Indonesia,697.05,45.31,D4,Candace Bettlestone,8,N12345,4512.12
4099,1940,HCQ,China,6/7/2023 08:45,Israel,19/3/2022,21.43,36,Japan,944.42,15.06,E5,Danna Renault,8,NABCDE,3605.96
4100,6364,FZO,Portugal,6/7/2023 20:05,Sweden,1/9/2022,23.36,50,France,654.71,8.34,D4,Nelie Shemming,3,NABCDE,3363.12
4101,6513,TIU,Philippines,6/7/2023 14:54,Russia,11/8/2022,12.21,94,Yemen,943.74,26.44,D4,Gardiner Rioch,5,N12345,1585.78
4102,1580,EBG,United States,6/7/2023 01:00,Tunisia,28/12/2022,21.18,89,Philippines,781.0,45.96,D4,Meredithe Stoggell,5,N12345,4848.97
4103,5759,ETB,Iran,6/7/2023 23:39,Indonesia,15/2/2022,7.02,91,Russia,54.43,37.85,E5,Yardley Dunnet,8,N67890,4964.53
4104,879,TUC,China,6/7/2023 12:12,China,2/12/2022,20.84,46,France,546.41,37.79,D4,Rudolph Soigne,8,N12345,4825.41
4105,2690,WWA,China,6/7/2023 01:48,Ukraine,13/1/2022,10.14,52,Indonesia,72.4,15.17,F6,Osborn Lideard,1,N12345,2788.81
4106,1183,CGP,Canada,6/7/2023 07:51,Indonesia,13/3/2022,6.84,35,Poland,851.26,39.04,E5,Elsinore Colaco,6,N67890,2717.98
4107,7714,GDX,Uganda,6/7/2023 10:54,Lithuania,9/1/2022,14.11,47,Philippines,577.09,34.84,F6,Andrea Murr,4,NABCDE,4028.07
4108,2892,TBG,Philippines,6/7/2023 22:53,Indonesia,16/10/2022,10.24,99,Indonesia,873.25,15.05,D4,Valerie Brabben,7,N67890,4910.83
4109,5071,ILK,Yemen,6/7/2023 15:28,Peru,3/9/2022,16.3,55,Venezuela,591.23,42.98,F6,Prince McQuirk,5,N12345,485.31
4110,8935,BML,China,6/7/2023 13:38,China,10/12/2022,20.12,21,Argentina,320.64,10.95,E5,Alyse Kloser,8,N67890,1144.33
4111,2059,BQI,Albania,6/7/2023 01:52,Indonesia,19/4/2022,2.03,30,Nepal,535.89,29.21,E5,Morgana Malin,10,N67890,4659.24
4112,1336,BDO,China,6/7/2023 14:37,China,22/4/2022,16.29,63,Philippines,874.81,48.75,E5,Kessiah Cotterrill,5,NABCDE,3395.25
4113,898,SQV,Philippines,6/7/2023 16:47,Thailand,27/9/2022,7.98,41,Portugal,973.15,14.9,F6,Cornelius Mellem,5,NABCDE,528.06
4114,4680,UCT,Poland,6/7/2023 06:42,China,17/2/2022,23.15,43,Russia,851.17,16.52,D4,Jayne Fellowes,10,N12345,4376.13
4115,9167,HIF,United States,6/7/2023 13:53,Russia,30/9/2022,22.17,67,China,639.68,7.18,F6,Clare Deshorts,8,N12345,1484.09
4116,7955,MQN,Uzbekistan,6/7/2023 15:34,Poland,8/11/2022,13.64,46,Serbia,262.7,6.61,E5,Bobine Vearncombe,10,NABCDE,753.09
4117,2006,RYN,Russia,6/7/2023 18:21,Brazil,17/6/2022,19.91,69,Japan,192.84,14.85,F6,Erny Knappitt,6,NABCDE,446.65
4118,7300,GGC,Indonesia,6/7/2023 00:25,Colombia,5/1/2022,8.04,28,Ireland,807.18,5.14,D4,Addy Marrion,8,N12345,2699.23
4119,759,SBP,Poland,6/7/2023 20:28,Mali,24/12/2022,13.0,23,Chad,674.84,42.67,D4,Russ Sandy,10,N12345,3274.92
4120,9856,PRQ,Pakistan,6/7/2023 04:54,Philippines,14/5/2022,4.37,88,Mongolia,806.64,21.91,D4,Dory Jelf,3,NABCDE,112.21
4121,2472,BDD,Albania,6/7/2023 20:02,Czech Republic,8/4/2022,22.06,98,Kyrgyzstan,135.6,10.48,D4,Patience Wingatt,9,NABCDE,4124.76
4122,5697,BJT,Nigeria,6/7/2023 04:51,Finland,14/3/2022,2.66,85,France,624.62,30.47,D4,Basile Sieur,9,N12345,1261.6
4123,8932,WMC,Vietnam,6/7/2023 00:26,Zambia,12/7/2022,13.73,87,Czech Republic,292.31,45.46,D4,Babette Mecozzi,7,N67890,2365.39
4124,1197,BOC,Ukraine,6/7/2023 08:52,Indonesia,20/1/2022,14.69,53,Russia,290.85,19.99,E5,Melisent Giacomozzo,3,NABCDE,4732.69
4125,2842,VMU,Russia,6/7/2023 02:54,Japan,5/3/2022,2.54,67,Italy,96.36,39.1,F6,Tonie Stirland,8,NABCDE,2848.73
4126,7311,BXJ,Palestinian Territory,6/7/2023 22:10,Indonesia,14/7/2022,6.61,48,Ecuador,511.09,6.94,F6,Kinnie Hobgen,1,N67890,4208.96
4127,9116,TNI,New Zealand,6/7/2023 15:16,China,12/10/2022,21.05,100,Argentina,205.76,17.49,E5,Everard Becken,1,N12345,1241.9
4128,204,RDG,China,6/7/2023 02:57,China,20/9/2022,10.37,95,China,904.23,15.38,F6,Moyra Kettlestring,10,NABCDE,4089.35
4129,5595,IRZ,Indonesia,6/7/2023 13:48,Brazil,9/1/2022,22.67,58,Japan,726.73,30.54,E5,Scarlet Guisler,5,N12345,2537.84
4130,2720,SWN,Azerbaijan,6/7/2023 02:14,Indonesia,12/2/2022,7.15,73,China,344.21,26.24,E5,Hermie Popescu,6,N67890,3624.15
4131,8569,FAY,Saudi Arabia,6/7/2023 03:15,France,17/3/2022,22.61,88,Uganda,460.47,40.68,F6,Alberta Stanlike,9,N67890,3958.0
4132,6861,YTH,Ethiopia,6/7/2023 02:18,Sweden,11/5/2022,9.53,21,Saudi Arabia,351.37,35.54,D4,Audi Chipchase,6,NABCDE,4238.4
4133,1327,AKK,United States,6/7/2023 10:25,Ukraine,5/4/2022,19.23,97,Russia,142.78,7.96,F6,Elwin Kyne,5,N12345,3243.47
4134,8737,SWR,Morocco,6/7/2023 17:27,China,9/7/2022,11.25,23,Russia,187.45,42.37,F6,Marga Pooly,7,N12345,586.54
4135,3696,SHH,Indonesia,6/7/2023 17:52,Germany,14/4/2022,4.82,35,Australia,801.17,27.81,D4,Lesley Shannon,10,N67890,477.08
4136,8957,JNJ,China,6/7/2023 14:28,Peru,3/6/2022,23.41,31,Egypt,539.6,1.13,D4,Terese Rasmus,1,N67890,2887.09
4137,1951,RIA,China,6/7/2023 03:18,China,29/7/2022,23.79,66,Cuba,672.01,28.38,F6,Almeta Gairdner,4,NABCDE,2139.76
4138,5298,SZF,China,6/7/2023 05:56,Indonesia,8/3/2022,11.58,20,Serbia,825.1,4.05,E5,Avril Badder,7,NABCDE,1013.0
4139,3837,CII,China,6/7/2023 21:10,Thailand,1/1/2022,18.7,45,Indonesia,905.62,2.64,F6,Jennilee Coventry,3,N12345,674.18
4140,6969,AVN,China,6/7/2023 03:40,Japan,1/7/2022,16.18,65,Argentina,355.46,20.91,E5,Francisca Code,6,N67890,1279.95
4141,2049,LTA,Indonesia,6/7/2023 21:44,China,7/10/2022,7.26,73,Russia,658.58,30.9,F6,Beltran Anten,2,NABCDE,1004.13
4142,2085,LIQ,Argentina,6/7/2023 18:42,Brazil,6/4/2022,14.07,37,Poland,920.52,35.87,E5,Julianne Bigmore,2,N12345,4741.65
4143,582,TAJ,Azerbaijan,6/7/2023 17:07,Palestinian Territory,8/1/2022,5.81,55,Brazil,599.01,33.04,D4,Charyl Macrow,5,NABCDE,4934.39
4144,5020,SWR,Indonesia,6/7/2023 12:08,Canada,17/11/2022,14.02,38,Philippines,760.96,35.85,D4,Philip Turmell,3,NABCDE,882.62
4145,4395,YRL,Burundi,6/7/2023 01:51,Israel,1/2/2022,9.7,74,China,103.95,30.22,D4,Mordy Matschek,3,NABCDE,4855.6
4146,7205,NBH,Bulgaria,6/7/2023 02:37,China,23/2/2022,10.64,39,Portugal,115.47,48.54,F6,Libbie Cattemull,5,NABCDE,1032.48
4147,4187,UAM,Brazil,6/7/2023 04:35,China,4/5/2022,7.75,75,China,400.81,10.0,D4,Wilhelm Van Velden,2,N67890,1960.7
4148,5578,MNL,Peru,6/7/2023 01:16,China,14/1/2022,20.28,34,Indonesia,167.1,3.19,F6,Jarrod Balaison,6,NABCDE,3193.22
4149,6538,NEK,Brazil,6/7/2023 22:41,Thailand,4/6/2022,11.57,66,China,397.02,20.31,E5,Rachelle Birdsey,8,N12345,558.26
4150,2183,WMH,Peru,6/7/2023 00:02,South Africa,22/12/2022,17.04,42,Nigeria,115.22,20.56,F6,Innis Finding,1,NABCDE,615.34
4151,1789,HSJ,Poland,6/7/2023 17:21,Guadeloupe,4/5/2022,15.95,28,China,698.95,17.53,F6,Isaac Menzies,9,N12345,2671.94
4152,6160,MUD,Russia,6/7/2023 16:21,Poland,15/11/2022,15.05,63,Japan,55.73,17.07,F6,Ainslee Brunning,3,NABCDE,2597.14
4153,1157,SSX,Portugal,6/7/2023 11:05,Czech Republic,15/9/2022,18.61,51,Sweden,747.74,39.21,F6,Claus Stanley,2,NABCDE,4622.77
4154,8116,DLD,Austria,6/7/2023 01:15,Ireland,29/11/2022,16.23,60,Mexico,452.89,42.29,D4,Binnie Domke,6,NABCDE,4645.38
4155,5358,IFO,Russia,6/7/2023 15:41,Argentina,14/7/2022,23.56,39,Uganda,896.72,43.46,E5,Prisca Allkins,10,NABCDE,4547.33
4156,6014,MSP,Bangladesh,6/7/2023 13:35,Indonesia,17/11/2022,22.18,66,Syria,91.73,5.66,E5,Julie Matzen,8,N67890,4005.08
4157,4823,TNX,Indonesia,6/7/2023 22:56,Philippines,4/9/2022,4.41,37,China,517.96,18.08,F6,Gerda Havick,1,N67890,4978.77
4158,9596,CVS,Honduras,6/7/2023 17:12,Poland,18/8/2022,16.38,42,Palestinian Territory,570.99,48.46,F6,Pearline Stoop,9,N12345,828.17
4159,3937,MQB,Brazil,6/7/2023 02:20,France,28/3/2022,12.88,85,Sweden,531.43,31.45,D4,Inez Navarro,2,N67890,3538.61
4160,2390,NPH,Sweden,6/7/2023 10:07,Russia,25/10/2022,13.69,58,Indonesia,468.1,37.52,F6,Georgine D'Orsay,9,N12345,2278.37
4161,9095,MUS,Peru,6/7/2023 18:41,Russia,15/7/2022,4.88,35,Indonesia,412.63,18.8,E5,Jennine Cottesford,10,N12345,1345.94
4162,5517,IEG,Israel,6/7/2023 09:17,Chile,15/2/2022,5.45,72,Indonesia,345.24,4.65,E5,Carla Blagbrough,6,N67890,3712.16
4163,5573,IKK,Mali,6/7/2023 06:30,Spain,19/5/2022,22.82,33,Ukraine,529.9,43.75,E5,Chantalle Gumly,3,N67890,1983.89
4164,8801,NEG,Honduras,6/7/2023 10:04,China,8/10/2022,11.08,73,Nigeria,417.77,13.32,E5,Elvyn Chirm,1,NABCDE,4723.19
4165,4413,AFF,Poland,6/7/2023 04:34,Russia,13/3/2022,4.49,54,China,740.91,20.31,F6,Alisha Brunker,7,NABCDE,2059.85
4166,6414,MEQ,Indonesia,6/7/2023 21:35,Kosovo,8/2/2022,4.74,67,Indonesia,728.54,32.18,F6,Elijah Isley,5,N67890,676.21
4167,1992,WKB,Czech Republic,6/7/2023 14:52,Indonesia,1/9/2022,8.78,62,Spain,717.53,27.13,E5,Christoph Espina,3,N67890,1536.71
4168,4035,GYS,Slovenia,6/7/2023 11:55,Brazil,22/12/2022,4.8,91,Japan,459.74,21.38,E5,Abbey Webben,10,N67890,3763.62
4169,5245,COZ,China,6/7/2023 13:11,Sweden,16/10/2022,12.32,71,United States,795.37,9.47,E5,Carolin Housecroft,9,NABCDE,3873.42
4170,897,GOC,Malaysia,6/7/2023 08:13,Venezuela,13/5/2022,20.51,67,Zimbabwe,653.66,46.63,D4,Fred Hoffmann,2,N12345,2266.39
4171,802,0,Philippines,6/7/2023 09:45,Mexico,24/1/2022,10.89,88,Martinique,766.3,11.34,F6,Kaleb Cheng,3,NABCDE,805.82
4172,4935,EMG,Czech Republic,6/7/2023 18:07,Egypt,8/12/2022,1.98,36,Finland,499.83,13.87,E5,Thorstein Itzchaky,2,NABCDE,4634.03
4173,6837,BOB,Czech Republic,6/7/2023 11:32,China,24/3/2022,22.63,75,Ireland,860.96,7.68,D4,Halsy McAvin,9,N67890,1332.59
