id,secure_code,airline,departure_city,departure_date,arrival_airport,arrival_city,arrival_time,passenger_name,passenger_gender,seat_number,currency,departure_gate,flight_status,co_pilot_name,aircraft_type,fuel_consumption
30,01H4EEMGSSQYHFZG5T8PMZP6FA,Delta,Sanchahe,21/7/2022,DZI,Puračić,6/7/2023 22:53,Courtnay Spatari,Female,B2,CNY,A1,Cancelled,Marilee Heinsh,Boeing 737,3160.41
31,01H4EEMGSYZCW7CJQTABQW24WT,American,Yajin,26/11/2022,MNG,Měcholupy,6/7/2023 01:40,Corinne Schooley,Female,A1,CNY,C3,On Time,Jobie Reschke,Airbus A320,3128.46
32,01H4EEMGT48KJYAEGSRN80HTS5,United,Darwin,8/10/2022,NIX,Uyen Hung,6/7/2023 00:28,Lizette Strippel,Female,A1,ARS,A1,Delayed,Vera Honisch,Airbus A320,2295.35
33,01H4EEMGT9HSW42RHHNGW0JS4T,American,Néa Péramos,27/9/2022,KFS,Yong’an,6/7/2023 20:02,Oralia Cubuzzi,Female,C3,EUR,B2,On Time,Shalna Stennet,Embraer E190,9786.89
34,01H4EEMGTENZ67P5JGZXEQ69HS,American,Saronída,18/9/2022,IXY,Canedo,6/7/2023 07:20,Griselda De Few,Polygender,A1,EUR,B2,Cancelled,Jose Sheirlaw,Embraer E190,5143.11
35,01H4EEMGTM85Q1NXPWPG8S0XEK,Delta,Al Fayyūm,8/12/2022,DWN,Ikeda,6/7/2023 05:06,Frannie Dupey,Non-binary,B2,EGP,C3,Cancelled,Gannie Ruzek,Airbus A320,7274.35
36,01H4EEMGTSV9D0RYEDSEYX8RCT,American,Pagatin,23/10/2022,AMT,Lago da Pedra,6/7/2023 14:57,Charlton Garretson,Polygender,C3,PHP,A1,On Time,Ronnica Rozsa,Airbus A320,6243.91
37,01H4EEMGTZMJPX0CV2X81HQ9W4,Delta,Tipolo,9/8/2022,0,Long Layu,6/7/2023 17:05,Humfrid Gaddie,Male,A1,PHP,B2,On Time,Xever Swaden,Boeing 737,8625.42
38,01H4EEMGV488YQ8QJTB007P87Z,Delta,Lille,30/10/2022,RBD,Islamey,6/7/2023 12:32,Galvan Bentjens,Male,B2,EUR,B2,Delayed,Marcello Craske,Embraer E190,5280.69
39,01H4EEMGV9SYBZ4XN4BB8Q9BFQ,Delta,Yulin,7/2/2022,YCR,Kożuchów,6/7/2023 05:34,Russell Meiklem,Male,B2,CNY,C3,On Time,Terence Tinmouth,Boeing 737,9207.65
40,01H4EEMGVFY43V6BE3MTKZ4ZF6,Delta,Muroran,10/9/2022,QVR,Huangjiakou,6/7/2023 23:32,Alisun Gruszecki,Agender,A1,JPY,C3,Cancelled,Guillemette Dawtry,Airbus A320,4485.47
41,01H4EEMGVMD3PEES486DQ8F0RV,Delta,Vybor,29/5/2022,VTM,Menghai,6/7/2023 18:46,Alica Sheldrick,Female,B2,RUB,A1,Cancelled,Yalonda Shires,Embraer E190,5465.5
42,01H4EEMGVSTNE1RZFG9D7K5VFT,United,Podgorica,11/12/2022,KHU,Birigui,6/7/2023 13:16,Jilli MacLaren,Female,C3,EUR,A1,Delayed,Melisande Ineson,Embraer E190,5307.92
43,01H4EEMGVYZCXF33XH6CM6WB5P,United,Kolyubakino,16/10/2022,TYB,Mansa,6/7/2023 10:10,Corty Gendricke,Male,C3,RUB,C3,Delayed,Sheppard Egarr,Boeing 737,9061.52
44,01H4EEMGW335MAEN0XR2QGMPDM,American,Popil'nya,1/1/2022,YHF,Yangjiang,6/7/2023 23:47,Halsey Meegin,Male,C3,UAH,C3,Delayed,Angeli Castelin,Boeing 737,3097.84
45,01H4EEMGW8YFCV2ES3YBA93CFE,Delta,Jixin,15/12/2022,SFM,Mozirje,6/7/2023 14:08,Andie De Pietri,Male,A1,CNY,A1,On Time,Neils Feldmesser,Airbus A320,9607.5
46,01H4EEMGWDYV9VRBS0HJB921DB,United,Deir Ḥannā,18/7/2022,UPR,Torez,6/7/2023 03:28,Valentino Harrhy,Male,A1,ILS,A1,Delayed,Farleigh Sponder,Boeing 737,4574.37
47,01H4EEMGWKFATCD8E5APC7KDFY,Delta,Maastricht,16/3/2022,YWL,Tillabéri,6/7/2023 11:21,Bambi Dubock,Female,B2,EUR,B2,Delayed,Ailee Williamson,Boeing 737,3905.46
48,01H4EEMGWR1WPSHV9882P6JV5Y,American,Cruces de Anorí,14/11/2022,BQU,Longxi,6/7/2023 18:31,Isiahi Brower,Genderfluid,C3,COP,B2,Cancelled,Dalton de Tocqueville,Embraer E190,2124.14
49,01H4EEMGWXEFD321PZP8GQ4XXD,Delta,Jilili,23/12/2022,CHV,Canmang,6/7/2023 02:03,Alicia Pickle,Female,A1,PEN,A1,On Time,Cheri Meace,Embraer E190,6738.25
50,01H4EEMGX2ZT6FTWZ549C1WFDJ,United,Wangzuo,12/4/2022,KOO,Cikandang,6/7/2023 10:20,Elijah Chalcot,Male,A1,CNY,C3,Delayed,Tim Primett,Boeing 737,3663.2
51,01H4EEMGX7T2ZQWJJ3GJ3B63WV,United,Udënisht,1/9/2022,TSC,Salvador,6/7/2023 09:22,Mufi Vautre,Female,B2,ALL,A1,On Time,Zaneta Hiddersley,Embraer E190,6963.08
52,01H4EEMGXCWQJZYM7GVWJR2T1Q,American,München,22/9/2022,YAL,Quinta do Anjo,6/7/2023 11:46,Giffer Pagitt,Non-binary,C3,EUR,B2,On Time,Ashlan Halewood,Airbus A320,4943.36
53,01H4EEMGXJMZZ637CVHH33NTZV,American,Yingchun,26/9/2022,IXT,Sena,6/7/2023 11:23,Morley Matchitt,Male,A1,CNY,C3,Cancelled,Otto Tidmas,Embraer E190,4624.98
54,01H4EEMGXQ0BR255KXSSH6R68V,American,Mijiang,17/6/2022,RPX,Jackson,6/7/2023 22:07,Lisha Bedell,Female,B2,CNY,B2,Delayed,Cecelia Whitton,Boeing 737,2723.55
55,01H4EEMGXW8S0NSF97JWDEFBZ3,American,Gabahan,14/10/2022,EJT,Jicomé,6/7/2023 13:54,Suzanne Livingston,Female,A1,IDR,A1,Delayed,Shina Sillars,Embraer E190,2993.35
56,01H4EEMGY1E3Y7VTDGE4W5ZPWE,Delta,Zhuangshi,24/5/2022,BJK,Labelle,6/7/2023 22:34,Ailyn Cockton,Female,A1,CNY,B2,On Time,Karolina Maidlow,Airbus A320,1166.15
57,01H4EEMGY6VEP8B125C7HJ0QKP,United,Manjing,2/5/2022,SSZ,Dangcalan,6/7/2023 04:50,Kelby Lovick,Non-binary,B2,CNY,A1,Delayed,Ebonee Adamsky,Boeing 737,8370.27
58,01H4EEMGYCMENAP3W2ETAHJJVD,Delta,Na Yung,17/3/2022,GTA,Citampian,6/7/2023 11:26,Ophelie Scargill,Female,B2,THB,B2,On Time,Betti Merington,Embraer E190,3758.96
59,01H4EEMGYHGAB6CV9TNSSWE355,United,Partille,9/11/2022,KOC,Périgny,6/7/2023 21:05,Dagmar Rottger,Female,A1,SEK,B2,On Time,Mariana Ransfield,Boeing 737,4225.48
60,01H4EEMGYP2BNREP49GEJKJ17F,Delta,La Soledad,4/8/2022,BBQ,Sil-li,6/7/2023 06:14,Holli Cosker,Female,B2,MXN,B2,On Time,Aida Davies,Airbus A320,6055.27
61,01H4EEMGYVP2HFARTJ0ESKJD68,United,Pindaré Mirim,19/10/2022,FOB,Xiongshan,6/7/2023 22:14,Janifer Brooker,Female,C3,BRL,B2,On Time,Karleen Feehily,Airbus A320,6192.74
62,01H4EEMGZ17M5B35YAP41B77Q2,United,Xinkaikou,22/3/2022,PKO,Baitian,6/7/2023 00:59,Anabal Lettuce,Female,C3,CNY,B2,On Time,Trista Dicte,Airbus A320,1347.3
63,01H4EEMGZ6EVPX7G0FC2P35GFP,United,Dammarie-les-Lys,30/10/2022,NVP,Bejucal,6/7/2023 07:21,Ethelind Whitley,Female,A1,EUR,B2,Delayed,Neila de Marco,Embraer E190,1891.69
64,01H4EEMGZB4TJDBK02PBD4PJQJ,American,Soweto,14/7/2022,GLS,Tielu,6/7/2023 02:32,Killie Skeates,Male,C3,ZAR,B2,Cancelled,Emmery Arnolds,Boeing 737,9611.04
65,01H4EEMGZG945FWCTHSE88AWH5,Delta,Thatta,26/7/2022,GHB,Paratunka,6/7/2023 21:21,Matti Scoggans,Non-binary,B2,PKR,A1,Delayed,Kylen Craythorn,Airbus A320,3889.42
66,01H4EEMGZNRJA6HRDB265PVXVA,United,Jablonec nad Jizerou,28/4/2022,BPH,Batulawang,6/7/2023 20:31,Davon Hargreave,Male,C3,CZK,C3,Delayed,Domenic Durham,Boeing 737,9013.09
67,01H4EEMGZT7KQMRQG8WXCS84WF,American,Castlebellingham,4/4/2022,CIN,Bodzanów,6/7/2023 19:01,Elizabet O'Cahsedy,Female,A1,EUR,B2,On Time,Anneliese Gerholz,Boeing 737,5697.95
68,01H4EEMH01BHKWJWWMKQ75PWK1,Delta,Alibago,12/6/2022,PZU,Calubcub Dos,6/7/2023 14:04,Sylvan Giblett,Male,C3,PHP,B2,Cancelled,Rodolphe Widdicombe,Boeing 737,7615.38
69,01H4EEMH06B6GPENDYTPW2JPK5,American,Lucas,26/8/2022,SIE,Tarui,6/7/2023 19:08,Nonnah Norcop,Genderfluid,A1,BRL,A1,Cancelled,Lothaire Tuite,Embraer E190,3978.61
70,01H4EEMH0BJAKS0MG163MYRW60,American,Kristinehamn,19/5/2022,DOA,Mashan,6/7/2023 14:18,Arman Firpi,Male,A1,SEK,C3,Cancelled,Scottie Dearing,Boeing 737,6695.0
71,01H4EEMH0GZ6SK7YQ7R1F6FK7X,United,Aniso,16/10/2022,PDI,Photharam,6/7/2023 16:38,Corrie Ellacott,Female,B2,PEN,B2,Cancelled,Robby MacColm,Embraer E190,2986.3
72,01H4EEMH0P5ESEY8CK05GSR3WX,Delta,Waihi Beach,30/12/2022,EAT,Saint-Laurent-Blangy,6/7/2023 15:41,Artus Whild,Male,B2,NZD,B2,Cancelled,Kliment Haythorn,Embraer E190,5021.68
73,01H4EEMH0VXBX449TMWKJZACPQ,Delta,Macaíba,25/7/2022,NQX,Talon,6/7/2023 12:17,Lilian Quesne,Female,B2,BRL,A1,On Time,Ekaterina Glasspool,Airbus A320,8169.78
74,01H4EEMH106HNMDZPYVVZ1K6YY,Delta,Artur Nogueira,15/6/2022,YXH,Marxog,6/7/2023 08:14,Emory Collomosse,Male,A1,BRL,A1,Cancelled,Raimondo Candie,Embraer E190,5528.3
75,01H4EEMH15K1N7M033QNRE34KK,United,Ban Na San,17/1/2022,DWR,Airuk,6/7/2023 16:13,Gonzales Horley,Male,B2,THB,C3,Delayed,Wit Mundle,Boeing 737,6952.58
76,01H4EEMH1Q9BQGCQVWFBNV93EB,American,Sebuku,14/2/2022,JDN,Västanfjärd,6/7/2023 13:26,Cassy Meiklejohn,Female,C3,IDR,C3,On Time,Marla Tollmache,Airbus A320,9620.31
77,01H4EEMH1WFE0WJXX8TQ5H89CA,American,Santos,4/12/2022,KCJ,Podujeva,6/7/2023 15:28,Peria Dalglish,Female,A1,BRL,C3,On Time,Melanie Normanville,Airbus A320,4025.24
78,01H4EEMH21BKMDNT5DKW21CNPN,American,Xiaoshan,14/2/2022,UTO,Timrå,6/7/2023 21:47,Roselin Cogan,Female,B2,CNY,C3,On Time,Cilka Burling,Embraer E190,4180.18
79,01H4EEMH26AB4BV38TEFYSX8Z9,Delta,Bakov nad Jizerou,28/8/2022,OBF,Fangxian,6/7/2023 09:04,Chickie Reinger,Female,C3,CZK,A1,Cancelled,Minda Riba,Boeing 737,8947.04
80,01H4EEMH2B5AK4XV47Y715MP35,United,Barotac Nuevo,5/9/2022,VTB,Cishangang,6/7/2023 14:30,Rodrick Bassham,Male,C3,PHP,A1,Cancelled,Kenn Stocks,Embraer E190,8665.36
81,01H4EEMH2GXB5DPA97ENYVQYWV,Delta,Marly,6/2/2022,PAD,København,6/7/2023 15:29,Merrily Creaven,Female,B2,EUR,A1,Delayed,Steffie Dyshart,Airbus A320,8274.88
82,01H4EEMH2N4FYF5RXCZQ54FKBW,American,Dhībīn,19/4/2022,ZTS,Youdian,6/7/2023 17:59,Angil Reek,Female,C3,SYP,B2,Cancelled,Dita Zealy,Boeing 737,5976.72
83,01H4EEMH3HHZ0NCGJW6SMDXVCQ,United,Nikki,21/5/2022,BCP,Baton Rouge,6/7/2023 09:55,Abbott Burker,Male,A1,XOF,C3,Delayed,Lyn Boyle,Airbus A320,4733.89
84,01H4EEMH3PTQBDFHKE4178PQYD,American,Longxi,12/6/2022,0,Velizh,6/7/2023 15:28,Jules Grunson,Male,A1,CNY,B2,On Time,Hi Marc,Airbus A320,3688.43
85,01H4EEMH3VN40YYJHRTST2BRR4,Delta,Paris 18,31/10/2022,COP,Hulutao,6/7/2023 09:52,Pam Hayer,Female,C3,EUR,A1,Delayed,Franni Netting,Boeing 737,3179.56
86,01H4EEMH40P7A0CZ4KF5JTM2A8,United,Urpay,2/11/2022,WKB,Witihama,6/7/2023 19:30,Devon Wigg,Female,A1,PEN,B2,Delayed,Freddy Hue,Boeing 737,4847.52
87,01H4EEMH45DGG3JTKH53NMTKK7,United,Sukamahi Satu,11/9/2022,MJI,Coronda,6/7/2023 10:04,Clayborn Ogelsby,Male,C3,IDR,C3,Cancelled,Salmon Heersma,Airbus A320,1327.41
88,01H4EEMH4A2V0V0EY1SVGAJ8K3,United,Cemara,10/10/2022,TAQ,Al Khānkah,6/7/2023 00:42,Nikoletta Ransom,Female,A1,IDR,C3,Cancelled,Berri Finlay,Embraer E190,6846.29
89,01H4EEMH4FG0P6KR0ACCW6NR88,American,Camachile,23/6/2022,MSF,Mutis,6/7/2023 12:39,Craggy Gronou,Male,A1,PHP,C3,On Time,Davis Jozefczak,Embraer E190,7350.01
90,01H4EEMH4M8ZBJ4KCFM8PYZMKN,American,Bcharré,12/3/2022,MZA,Coaraci,6/7/2023 20:14,Fabiano Tuffin,Male,B2,LBP,C3,Delayed,Robbert Imloch,Embraer E190,5579.04
91,01H4EEMH4TX0Q881K1D4PHCGH1,Delta,Sapucaia,8/12/2022,CMD,Dulangan,6/7/2023 19:24,Conant Baxter,Male,A1,BRL,B2,Delayed,Dannel Woof,Boeing 737,2487.83
92,01H4EEMH50X5JBX5C36N3Y5K75,United,Kista,30/6/2022,LXN,Saurimo,6/7/2023 03:16,Amberly Grayston,Female,C3,SEK,A1,Cancelled,Sianna Gallifont,Boeing 737,6938.34
93,01H4EEMH569AZ359EF4R41Y4Z5,Delta,Buzuluk,3/6/2022,NRL,Trollhättan,6/7/2023 10:46,Cassandra Eads,Female,A1,RUB,C3,Delayed,Sascha Lowson,Embraer E190,7162.19
94,01H4EEMH5BS54GKMNFMXA7BETJ,Delta,Aleksandrovka,19/11/2022,CUU,Guararé,6/7/2023 16:12,Olly Barney,Non-binary,C3,UAH,A1,On Time,Diane Allsupp,Embraer E190,6834.82
95,01H4EEMH5G9KEP5GZREY9866G0,Delta,Bang Rakam,12/7/2022,BMZ,Mollās̄ānī,6/7/2023 17:27,Duke Biford,Male,A1,THB,B2,On Time,Perren Cuffley,Boeing 737,2644.41
96,01H4EEMH5NR2CTG1PZJCYAMATT,United,Aso,29/3/2022,RBP,Sliema,6/7/2023 19:20,Tawnya Bridywater,Female,C3,JPY,A1,Delayed,Ranique Phillpot,Airbus A320,2259.0
97,01H4EEMH5TRVJXYAFJBFP915C7,Delta,Santos Evos,9/5/2022,BIS,Ar Rifā‘,6/7/2023 12:59,Vicky Ginn,Female,A1,EUR,B2,Delayed,Leia Looney,Embraer E190,5613.5
98,01H4EEMH606M5GD07CFBQ2G54Y,United,Hulutao,23/2/2022,BYP,Banos,6/7/2023 03:39,Ennis Pock,Male,A1,CNY,C3,Cancelled,Ruddy Leech,Embraer E190,6235.96
99,01H4EEMH65Y66TWRBVSHAJ3WES,Delta,El Dividive,3/2/2022,ARA,Murmuiža,6/7/2023 10:45,Jessee Minards,Male,B2,VEF,B2,Delayed,Ollie Knevet,Airbus A320,4974.75
100,01H4EEMH6A267P6Z8C10P5VNJK,United,Bagadó,23/12/2022,ABF,Caidian,6/7/2023 03:42,Margo Gidman,Genderfluid,A1,COP,A1,Cancelled,Raphaela Tailour,Embraer E190,7773.44
101,01H4EEMH6G565JSSJXK1D8SDCT,American,Duoxiang,10/3/2022,SXS,Qo‘qon,6/7/2023 06:02,Flory Pavie,Male,B2,CNY,B2,On Time,Alexandros Owtram,Embraer E190,7760.96
102,01H4EEMH6N44PPSCNK3CK4KDW7,Delta,Tanzybey,21/5/2022,HAW,Ili,6/7/2023 00:02,Penny Marzellano,Female,A1,RUB,B2,Delayed,Birgitta Gookes,Embraer E190,5456.89
103,01H4EEMH6TASH4NE51AGTG2DAZ,United,Repki,1/4/2022,JKR,San Bernardino,6/7/2023 21:28,Yolane Crim,Female,B2,PLN,A1,Delayed,Lucita Ferrie,Boeing 737,8302.2
104,01H4EEMH6Z5MX0BEERYMXAJD71,American,Meirinhas,23/5/2022,VTN,Cibodas,6/7/2023 05:25,Larissa Huston,Female,B2,EUR,A1,Delayed,Dolli Bartholomaus,Embraer E190,4137.2
105,01H4EEMH75C7T3TF8C6SMRWPQX,Delta,Barra Velha,6/9/2022,MOB,Oslo,6/7/2023 04:14,Moina Balaam,Female,A1,BRL,A1,On Time,Stephana Rigate,Airbus A320,7022.91
106,01H4EEMH7A7Q8Y4JBAJ4XTWKMG,Delta,Mailag,13/6/2022,SDL,Oslo,6/7/2023 10:14,Bondy Bradder,Male,C3,PHP,A1,Cancelled,Agustin Bryenton,Embraer E190,1642.79
107,01H4EEMH7GM7KAAMKZ2MMS1CZ5,Delta,Dohār,26/2/2022,WBD,Mulawato,6/7/2023 05:17,Milli Pasby,Female,C3,BDT,B2,Cancelled,Donella Nary,Boeing 737,4299.36
108,01H4EEMH7NBHWQTHWGBFW9KHAS,American,Gislaved,27/10/2022,LLK,Piedra Blanca,6/7/2023 00:17,Nanice Gedney,Female,A1,SEK,B2,On Time,Giustina BURWIN,Airbus A320,4235.63
109,01H4EEMH7V304ZTVG7NE11KEAQ,American,Kiaranonggeng,1/11/2022,YDQ,Lieqiao,6/7/2023 04:23,Jane Pethybridge,Female,C3,IDR,C3,Delayed,Aubrey Palmer,Airbus A320,9854.19
110,01H4EEMH80R5WW1MFTH2TKJ2J0,Delta,Ndjolé,9/6/2022,PTV,Senhor da Serra,6/7/2023 22:18,Linea Ralton,Female,A1,XAF,C3,Delayed,Darya Nuschke,Airbus A320,9972.32
111,01H4EEMH85P695SYY7C3ZMNSS0,Delta,Aroa,3/6/2022,TON,Curug,6/7/2023 19:13,Randy Lamden,Female,A1,VEF,A1,On Time,Roxie Canero,Boeing 737,2114.15
112,01H4EEMH8AYTSCENJ3XWJ3PPPY,American,Hekou,28/8/2022,KVM,Darkūsh,6/7/2023 23:57,Estrella Marsters,Female,B2,CNY,A1,Delayed,Merry Sancto,Boeing 737,4425.79
113,01H4EEMH8F7PRVDPE8BZAJ3M2E,Delta,Valuyki,14/1/2022,CMT,Kroczyce,6/7/2023 09:15,Kort Garrals,Male,C3,RUB,B2,On Time,Clerc Armes,Embraer E190,9711.82
114,01H4EEMH8NVT0FVJW4E4B41E13,Delta,Tamnag,31/1/2022,SZN,Arauá,6/7/2023 10:14,Gwendolyn Churchley,Non-binary,C3,PHP,B2,On Time,Patrica Link,Boeing 737,6474.46
115,01H4EEMH8TQRVBHFP20VRJYF1F,United,Santol,29/10/2022,TAY,Nanterre,6/7/2023 01:27,Ibrahim Colliford,Male,A1,PHP,C3,Delayed,Chaddie Shiliton,Embraer E190,8895.79
116,01H4EEMH8ZG7X3GNYYHS47JZ9X,American,Lukunor,17/3/2022,ZAJ,Sugihwaras,6/7/2023 21:43,Dallis Wasiela,Male,B2,USD,B2,Delayed,Jeromy Cleghorn,Airbus A320,5571.69
117,01H4EEMH94BPNWQDVA806ADS1H,American,Joypur Hāt,25/8/2022,OCF,Youkaichi,6/7/2023 19:01,Lara Tambling,Female,B2,BDT,B2,On Time,Lilia Tippin,Airbus A320,5917.86
118,01H4EEMH995ZYDCVXKD4J9S226,American,Bov,1/1/2022,DOC,Agbani,6/7/2023 19:02,Ellerey Pennigar,Male,B2,BGN,C3,On Time,Lowe Ollet,Airbus A320,7201.39
119,01H4EEMH9EKJ28MM0642PHWMAQ,American,Coja,26/4/2022,PCB,Majiao,6/7/2023 07:32,Braden Klimus,Male,B2,EUR,A1,Delayed,Lannie Bernardet,Embraer E190,1970.13
120,01H4EEMH9KEMK0NR083JXGNF4P,Delta,Paradahan,27/5/2022,RCE,Abha,6/7/2023 05:25,Darrin Downing,Male,A1,PHP,C3,Cancelled,Vern Pandya,Boeing 737,2342.36
121,01H4EEMH9QV5M72PPHZ1XXJAAP,Delta,Haghartsin,12/6/2022,SPA,Zahlé,6/7/2023 18:10,Emmett Piesold,Male,C3,AMD,B2,Cancelled,Miles Cowsby,Boeing 737,7375.82
