flight_id,flight_number,departure_airport,departure_country,departure_time,arrival_country,arrival_date,flight_duration,passenger_age,passenger_nationality,ticket_price,baggage_weight,arrival_gate,pilot_name,cabin_crew_count,aircraft_registration,flight_distance
2017,8778,FAC,South Africa,6/7/2023 02:50,Mexico,13/12/2022,15.84,95,Senegal,941.73,39.77,D4,Jeniece Villa,4,N67890,2028.72
2018,9432,PNS,Brazil,6/7/2023 12:24,Mexico,22/2/2022,15.92,75,Ukraine,600.92,49.94,E5,Cassi Gorton,6,NABCDE,3141.88
2019,3598,YLY,Indonesia,6/7/2023 06:56,France,6/1/2022,11.81,78,Russia,242.65,39.71,F6,Rhodia Hesey,5,N12345,4846.85
2020,2780,MXY,Portugal,6/7/2023 01:23,Brazil,14/11/2022,19.01,100,Mongolia,257.91,49.54,D4,Stevena Cathery,2,N67890,4819.25
2021,7829,CRR,China,6/7/2023 06:15,China,4/12/2022,12.4,74,Russia,467.99,26.76,E5,Sada Abdie,2,N67890,1752.78
2022,3610,LOW,Tonga,6/7/2023 03:23,Mexico,28/8/2022,16.5,84,Morocco,150.51,26.06,D4,Hortensia Cardo,6,N12345,4402.77
2023,9417,CNP,Russia,6/7/2023 09:30,Indonesia,18/7/2022,18.56,24,Sweden,430.7,17.91,D4,Noak Brosi,5,N12345,294.28
2024,7589,YFH,Brazil,6/7/2023 08:23,Indonesia,8/6/2022,14.38,45,Czech Republic,305.32,17.53,E5,Marlie Josephov,5,N12345,4282.55
2025,7143,REG,Syria,6/7/2023 12:29,China,6/12/2022,23.01,39,United States,405.71,47.05,D4,Armstrong Dicty,1,N12345,177.93
2026,6359,NBC,Russia,6/7/2023 17:53,Bolivia,18/4/2022,5.55,65,Indonesia,114.36,0.84,F6,Odessa Paff,4,N67890,3177.11
2027,9501,LZM,Brazil,6/7/2023 03:10,Cuba,10/7/2022,7.44,45,Russia,679.69,5.49,F6,Tadd Caldwall,10,NABCDE,4692.46
2028,9478,TMO,Indonesia,6/7/2023 11:30,France,20/10/2022,22.58,37,China,334.62,27.17,E5,Pascale Hatry,9,NABCDE,572.78
2029,6511,DIL,Brazil,6/7/2023 23:18,Indonesia,21/3/2022,11.41,18,Uruguay,222.28,42.11,D4,Minny Shuttell,5,N67890,196.6
2030,9212,XLS,Philippines,6/7/2023 14:55,China,4/12/2022,18.34,22,Sweden,468.08,40.21,F6,Geoffry Dermot,10,N12345,3810.81
2031,9363,GKT,Sierra Leone,6/7/2023 12:50,Japan,23/4/2022,7.29,38,China,367.0,17.32,E5,Kinnie Standley,1,N67890,3895.69
2032,5395,MNH,Kyrgyzstan,6/7/2023 16:47,Philippines,1/10/2022,4.73,42,Indonesia,601.53,11.57,D4,Jewelle Grenville,9,NABCDE,4840.12
2033,9668,WKB,Nigeria,6/7/2023 14:46,Greece,25/8/2022,15.96,68,Peru,463.65,35.7,F6,Woodman Yewdall,6,NABCDE,3953.31
2034,3918,EIL,Slovenia,6/7/2023 00:55,Indonesia,3/3/2022,4.06,82,Panama,569.33,31.51,F6,Rea MacBey,5,N12345,2330.33
2035,3979,BDO,China,6/7/2023 22:23,Syria,27/5/2022,12.19,99,Morocco,942.54,28.15,E5,Alf Onion,1,N12345,1719.48
2036,250,GSR,China,6/7/2023 18:58,China,12/2/2022,16.79,77,Indonesia,143.07,15.98,F6,Veronika Braker,10,N12345,307.59
2037,3667,LHK,Portugal,6/7/2023 14:32,Vietnam,11/12/2022,17.71,54,Indonesia,506.8,12.16,F6,Elnora Stork,1,N12345,4269.21
2038,1912,GBH,United Arab Emirates,6/7/2023 14:35,Belarus,2/3/2022,20.1,80,China,610.49,6.75,F6,Lilly Cranston,2,N67890,4756.42
2039,5231,YXE,Russia,6/7/2023 01:15,Bangladesh,18/6/2022,14.8,89,Portugal,111.96,45.76,E5,Freemon Seiter,2,NABCDE,162.29
2040,4705,AGL,China,6/7/2023 16:21,Uganda,22/8/2022,19.03,42,Malawi,174.96,24.41,E5,Correy Napton,8,N67890,3917.58
2041,4287,BCI,Indonesia,6/7/2023 00:57,Portugal,13/11/2022,23.19,41,Benin,722.33,0.53,D4,Katine Tixier,5,NABCDE,385.73
2042,957,CCG,Indonesia,6/7/2023 12:42,Sweden,8/11/2022,8.53,99,China,584.64,12.99,F6,Morley Impey,5,NABCDE,4345.12
2043,2235,LUS,Tunisia,6/7/2023 01:58,Brazil,7/10/2022,1.1,92,Poland,754.42,3.32,E5,Angeli Skurm,8,NABCDE,4724.52
2044,312,XLS,Malaysia,6/7/2023 18:32,Canada,22/3/2022,12.02,85,Japan,633.11,39.21,F6,Sonnie Vasyunin,2,N67890,1380.61
2045,2955,APC,Greece,6/7/2023 01:50,Sweden,5/9/2022,17.02,63,Colombia,621.77,22.91,D4,Emerson O'Scandall,10,NABCDE,1254.09
2046,8733,DSD,Thailand,6/7/2023 01:03,Philippines,6/10/2022,10.9,80,China,128.67,32.86,E5,Leontine Judkin,9,N67890,4146.15
2047,4526,BED,France,6/7/2023 02:00,Uzbekistan,28/10/2022,13.99,32,Philippines,633.36,15.5,E5,Tadio Glassborow,6,N12345,2792.96
2048,8430,ITQ,China,6/7/2023 15:49,Poland,19/11/2022,6.29,40,France,970.09,11.3,F6,Bevan Bowerbank,3,N12345,2786.23
2049,2870,NBW,Angola,6/7/2023 06:54,Bolivia,14/8/2022,19.06,50,Bulgaria,870.27,6.93,F6,Suzanna De Biaggi,7,NABCDE,3036.4
2050,6583,OKJ,Tajikistan,6/7/2023 08:52,Jordan,30/6/2022,1.05,96,Lithuania,212.62,34.13,D4,Shannon Davydychev,7,N12345,4863.68
2051,8520,UEO,China,6/7/2023 10:18,China,18/12/2022,7.78,45,Mauritius,920.76,26.43,D4,Adolph Dearlove,1,NABCDE,1499.64
2052,369,KME,Russia,6/7/2023 08:28,Brazil,15/6/2022,22.93,67,Indonesia,975.39,40.05,F6,Sioux Pickhaver,9,N67890,2514.64
2053,3023,PAM,United Arab Emirates,6/7/2023 15:45,Madagascar,26/7/2022,18.04,85,Brazil,191.43,1.7,D4,Casie Samweyes,7,N12345,3380.68
2054,6184,YOP,Greece,6/7/2023 19:39,Angola,4/8/2022,7.09,60,Philippines,328.07,45.98,F6,Thane Johanchon,8,NABCDE,990.84
2055,7389,FNB,Philippines,6/7/2023 21:59,Peru,21/12/2022,3.63,98,Peru,795.56,1.8,D4,Pincas Ruoff,10,N12345,4619.0
2056,9651,YBO,China,6/7/2023 20:27,South Africa,28/10/2022,22.2,37,Pakistan,206.22,11.68,D4,Sanson Giovannardi,4,N12345,3456.07
2057,7482,LEU,Sweden,6/7/2023 10:49,Poland,19/5/2022,5.07,70,China,316.67,14.05,E5,Evered Stuart,10,NABCDE,1980.67
2058,2253,MWT,Indonesia,6/7/2023 04:20,South Africa,2/3/2022,18.27,40,Poland,832.45,0.42,F6,Nolana Alsobrook,2,N12345,2787.89
2059,1394,YLP,France,6/7/2023 06:48,Iceland,19/10/2022,10.21,93,China,761.18,41.48,D4,Halie Prandoni,2,NABCDE,1711.33
2060,2548,HBD,Yemen,6/7/2023 00:11,United States,20/11/2022,2.09,35,Nicaragua,613.08,30.57,D4,Baillie Oleszkiewicz,2,N12345,3398.8
2061,4409,LUX,Georgia,6/7/2023 02:48,Macedonia,18/12/2022,4.47,42,United States,979.93,32.75,F6,Charin Lapley,8,N67890,4437.24
2062,1167,GXX,Philippines,6/7/2023 21:19,Ethiopia,9/7/2022,14.86,32,China,451.98,45.63,D4,Susanne Peakman,7,NABCDE,2067.52
2063,9681,GIC,Poland,6/7/2023 01:03,China,10/5/2022,14.15,93,Somalia,876.6,6.97,D4,Ibby Bierman,8,N67890,4959.52
2064,3478,0,France,6/7/2023 02:00,China,7/10/2022,8.82,57,Philippines,919.77,8.09,F6,Raynell Gettens,5,NABCDE,4743.25
2065,2093,GRM,China,6/7/2023 08:38,Indonesia,5/1/2022,14.46,20,Poland,233.51,16.84,E5,Merry Dick,4,N12345,1520.02
2066,2860,OKQ,Mongolia,6/7/2023 14:37,Japan,17/8/2022,4.81,33,China,73.91,40.19,F6,Chandal Bartoleyn,1,N12345,3646.96
2067,4515,XDA,China,6/7/2023 01:29,Bangladesh,10/1/2022,10.44,46,Slovenia,674.77,5.66,F6,Anatol Enterle,3,N12345,3105.29
2068,9250,SOV,Russia,6/7/2023 18:47,South Korea,22/9/2022,22.33,34,Indonesia,727.55,7.38,F6,Bryna Metzing,6,N12345,2098.68
2069,6510,NOJ,France,6/7/2023 19:06,France,16/4/2022,19.84,66,Peru,322.58,17.44,E5,Biron Keningley,5,N12345,3878.82
2070,914,BOR,United States,6/7/2023 07:52,Indonesia,2/2/2022,10.3,93,Brazil,762.4,14.17,E5,Rachael Gosswell,8,N12345,2695.13
2071,8019,BNT,United States,6/7/2023 21:02,Sweden,15/1/2022,10.05,97,Ireland,388.16,42.3,F6,Jarib Bussens,9,N12345,2091.29
2072,6988,IFL,Serbia,6/7/2023 22:05,China,16/2/2022,14.13,19,Guam,219.54,15.84,E5,Link Cracknall,3,NABCDE,3218.68
2073,6081,TLK,France,6/7/2023 09:25,Ivory Coast,18/6/2022,21.2,71,Panama,758.91,48.22,D4,Lavinia Isselee,7,NABCDE,1122.3
2074,616,RZZ,South Africa,6/7/2023 00:05,Indonesia,13/5/2022,4.18,33,China,246.41,44.21,F6,Berkly Gatlin,4,N67890,3835.68
2075,4076,YSO,Croatia,6/7/2023 08:51,Ukraine,26/6/2022,1.74,19,Sweden,122.51,15.76,E5,Margarete Gergus,6,N67890,4050.61
2076,5244,BDN,Ireland,6/7/2023 06:48,Ukraine,18/11/2022,7.77,70,China,220.22,24.19,D4,Terrijo Haddeston,2,N67890,981.67
2077,4053,ZJI,Indonesia,6/7/2023 17:04,Russia,12/8/2022,1.81,36,China,255.93,15.36,E5,Hyacinthe Carrane,7,N67890,3053.42
2078,8319,FON,United States,6/7/2023 18:12,Thailand,27/5/2022,11.59,75,Sweden,145.38,22.82,E5,Dominik Carncross,10,N67890,2748.58
2079,7130,KTF,Brazil,6/7/2023 16:09,Greece,19/5/2022,17.27,37,Indonesia,164.97,41.33,F6,Jerome Scothron,1,N12345,331.91
2080,1854,SLV,Brazil,6/7/2023 06:43,Indonesia,30/1/2022,15.96,24,China,559.26,23.69,D4,Electra Lambourn,9,NABCDE,3958.79
2081,3768,VGO,Tunisia,6/7/2023 19:35,Sweden,5/10/2022,10.54,68,Uzbekistan,259.2,1.66,E5,Domenic Featherstone,10,N67890,822.22
2082,7119,QNJ,Portugal,6/7/2023 12:23,China,6/2/2022,12.98,99,Philippines,506.85,11.88,F6,Werner Howis,4,N12345,3234.57
2083,7921,BFT,China,6/7/2023 22:48,Brazil,22/5/2022,7.14,32,Indonesia,697.91,12.75,F6,Maryanne Lascell,7,NABCDE,1582.24
2084,5517,WJF,Sweden,6/7/2023 17:08,Serbia,27/11/2022,15.91,53,China,953.61,7.27,E5,Sanderson Jovis,2,N67890,268.48
2085,2607,QND,Philippines,6/7/2023 04:18,Czech Republic,2/11/2022,19.58,69,Russia,342.46,10.95,F6,Elaine Grouer,5,N67890,1824.13
2086,2144,EOK,China,6/7/2023 16:07,Indonesia,25/3/2022,3.49,79,Indonesia,704.25,40.62,D4,Bartholemy Bruty,5,NABCDE,1899.84
2087,1249,PIF,Uganda,6/7/2023 14:23,Poland,19/3/2022,21.78,60,Mexico,919.26,26.28,D4,Em Bradnam,5,N12345,3858.21
2088,4964,PAO,Palestinian Territory,6/7/2023 01:26,China,14/4/2022,23.55,34,Czech Republic,990.18,6.97,E5,Filbert Hymer,8,NABCDE,2405.5
2089,6916,BSF,Bangladesh,6/7/2023 00:25,Russia,6/3/2022,13.35,85,Luxembourg,248.03,7.04,F6,Fairleigh MacIlriach,4,N12345,856.83
2090,9647,YQS,China,6/7/2023 23:10,China,12/5/2022,22.47,81,Portugal,290.33,47.34,F6,Daune Schimaschke,6,NABCDE,4523.99
2091,4455,MFD,China,6/7/2023 18:29,Czech Republic,12/7/2022,12.95,88,Germany,412.78,43.96,E5,Clive Squires,3,N67890,230.64
2092,3928,SCS,Brazil,6/7/2023 04:00,Russia,15/7/2022,13.82,98,Indonesia,877.62,7.92,F6,Nappy Rubanenko,3,N12345,4689.01
2093,315,TEO,Finland,6/7/2023 20:50,Russia,27/10/2022,16.11,24,China,570.13,25.5,D4,Costa Rountree,1,N12345,4172.54
2094,7241,AFS,Philippines,6/7/2023 00:37,China,23/4/2022,5.57,30,Russia,183.69,44.77,E5,Samuel Ivasechko,7,NABCDE,3025.44
2095,3926,SGE,United States,6/7/2023 16:53,Portugal,22/12/2022,21.09,71,Indonesia,734.8,20.35,E5,Kenyon Peachman,9,NABCDE,2741.26
2096,5188,TDL,Bulgaria,6/7/2023 11:26,Argentina,15/6/2022,9.94,71,Micronesia,629.5,6.16,D4,Gretta Askham,5,N12345,3223.35
2097,8781,DRV,Brazil,6/7/2023 11:53,Mexico,17/3/2022,4.36,82,Egypt,563.56,37.52,F6,Louella Garlette,6,NABCDE,4215.45
2098,7941,BBT,Moldova,6/7/2023 09:28,Philippines,13/11/2022,12.47,43,Sweden,82.27,16.66,F6,Paulette Kinane,3,N12345,4725.37
2099,9755,MJY,China,6/7/2023 10:00,United States,6/8/2022,2.75,55,Vietnam,669.98,29.95,E5,Garold Hannaford,2,N67890,944.69
2100,1679,CKZ,China,6/7/2023 12:27,China,4/5/2022,2.33,22,Argentina,287.74,13.05,E5,Freida Nusche,6,N12345,572.14
2101,2982,KNN,Poland,6/7/2023 07:10,China,16/2/2022,5.34,92,Russia,125.53,19.25,E5,Flint Martino,10,N67890,1751.93
2102,5566,NPU,Norway,6/7/2023 13:45,Zambia,19/7/2022,4.47,69,China,956.41,39.84,F6,Camey Darrach,7,NABCDE,2217.7
2103,3702,MNO,Croatia,6/7/2023 21:17,Ethiopia,7/11/2022,18.8,29,China,419.48,16.65,F6,Brennen Mahoney,7,N67890,3372.18
2104,3208,BOF,New Zealand,6/7/2023 02:54,China,14/9/2022,8.43,98,Indonesia,834.53,40.19,D4,Linnea Baptiste,5,N67890,1532.0
2105,8612,GUH,Philippines,6/7/2023 21:18,Indonesia,11/7/2022,21.05,33,China,926.28,21.21,E5,Renado Sorley,1,N67890,4593.94
2106,8085,UVE,Indonesia,6/7/2023 23:35,China,20/8/2022,12.37,50,Panama,550.89,20.85,F6,Katrina Jouhandeau,5,NABCDE,1664.88
2107,6830,YSA,Jordan,6/7/2023 19:15,United States,3/7/2022,16.88,98,Nicaragua,226.72,15.31,E5,Titus Axelbee,7,N12345,1081.35
2108,9036,CDW,Sweden,6/7/2023 03:26,Kazakhstan,25/5/2022,22.73,24,Sweden,164.7,12.53,F6,Jacky Martellini,3,N67890,4211.91
2109,7303,KDJ,Sweden,6/7/2023 11:00,Brazil,29/9/2022,9.87,83,Russia,819.65,26.73,D4,Jo Millberg,6,N67890,159.97
2110,3148,CSS,Hungary,6/7/2023 22:09,Japan,5/4/2022,16.48,76,Serbia,53.37,22.61,E5,Leonie Chimenti,3,N67890,1086.95
2111,610,DSA,Indonesia,6/7/2023 04:25,Indonesia,13/5/2022,22.64,28,France,95.0,48.53,D4,Pegeen Mundle,6,N12345,1320.54
2112,2533,SVQ,Jordan,6/7/2023 04:48,Bangladesh,13/3/2022,10.88,28,Indonesia,747.77,10.58,F6,Massimo Golda,10,N67890,2294.76
2113,6355,ZLX,Greece,6/7/2023 14:21,China,9/8/2022,15.66,100,Comoros,550.47,14.68,D4,Charisse Cowill,8,NABCDE,1971.63
2114,217,BCO,Indonesia,6/7/2023 03:58,Indonesia,3/7/2022,4.15,77,China,575.1,48.23,F6,Marilin Meffin,6,N12345,1739.6
2115,6337,IWA,Vietnam,6/7/2023 22:33,Canada,4/8/2022,21.57,82,South Korea,649.59,29.95,F6,Alysa Latehouse,10,N67890,3761.79
2116,2077,ULN,Nigeria,6/7/2023 22:34,China,11/12/2022,13.28,41,Portugal,836.48,47.97,E5,Trudi Durham,4,N12345,3771.94
2117,2010,MTC,Guam,6/7/2023 00:26,Russia,4/4/2022,8.17,73,Mongolia,757.99,2.36,D4,Mellie Simenot,7,NABCDE,1254.31
2118,3675,NYW,Ukraine,6/7/2023 16:44,Portugal,29/5/2022,6.75,88,Malta,744.52,3.29,E5,Roselia Messum,6,NABCDE,1186.44
2119,1463,BCE,Japan,6/7/2023 02:44,China,29/3/2022,10.67,64,Portugal,137.71,35.06,F6,Emmet Darrell,2,N12345,2028.11
2120,9909,UVO,Philippines,6/7/2023 03:56,China,12/10/2022,19.74,76,Brazil,231.98,22.52,E5,Selene Water,10,N12345,1262.72
2121,7049,YQK,Peru,6/7/2023 23:32,Russia,4/9/2022,19.57,40,Philippines,153.18,48.09,D4,Bobette Cettell,1,N12345,1350.12
2122,1741,CYD,Philippines,6/7/2023 11:32,China,27/10/2022,22.43,29,Ecuador,948.17,31.29,D4,Gordan Franscioni,7,N67890,1129.01
2123,5007,TPR,Argentina,6/7/2023 15:51,Netherlands,26/2/2022,13.77,98,Indonesia,398.88,36.44,F6,Hyacinthe Ferenc,9,N67890,1369.55
2124,6495,AIS,United States,6/7/2023 08:07,China,20/9/2022,5.8,80,Ireland,667.51,39.1,E5,Drucill Kearney,5,N67890,3884.69
2125,4342,SFD,Argentina,6/7/2023 04:58,Palau,20/6/2022,19.03,92,Russia,673.98,49.95,F6,Filbert Gaveltone,5,N67890,1545.76
2126,3965,BTL,China,6/7/2023 00:56,China,1/11/2022,19.82,37,China,417.2,21.82,E5,Ashely Winwood,5,NABCDE,1396.49
2127,4125,KIZ,Pakistan,6/7/2023 23:55,Ukraine,14/7/2022,11.21,49,Portugal,733.14,22.59,F6,Humphrey MacIlhagga,7,N12345,1256.41
2128,4397,CKK,China,6/7/2023 21:04,China,1/3/2022,8.21,51,Colombia,702.2,31.37,F6,Devina Fawdery,1,NABCDE,527.94
2129,9701,LFK,Greece,6/7/2023 02:04,Bosnia and Herzegovina,10/7/2022,4.77,33,China,616.62,8.04,F6,Valina Abrahim,6,NABCDE,4006.81
2130,5115,CBB,Brazil,6/7/2023 08:04,Zambia,26/6/2022,14.55,24,Philippines,939.58,9.18,E5,Raimundo Clohissy,10,N67890,3224.51
2131,9391,OHT,Philippines,6/7/2023 16:57,Canada,12/5/2022,8.0,79,Nigeria,302.75,26.15,D4,Upton Eburne,4,NABCDE,4265.93
2132,4593,DSE,Brazil,6/7/2023 16:42,Bulgaria,12/4/2022,21.15,93,China,658.76,24.06,D4,Bartolomeo Mityakov,4,NABCDE,3722.88
2133,1090,POC,Zambia,6/7/2023 13:39,Philippines,9/2/2022,10.42,26,Japan,99.52,49.7,F6,Noland Bayless,9,N67890,4757.52
2134,4146,TAX,China,6/7/2023 17:09,Belarus,29/6/2022,5.98,26,Indonesia,877.63,10.81,F6,Venus Farady,5,N12345,2936.4
2135,973,IOA,China,6/7/2023 18:51,Serbia,25/10/2022,16.87,54,Tanzania,931.02,43.89,E5,Sallyann Frift,1,N12345,4239.72
2136,5431,SVL,Indonesia,6/7/2023 05:46,Thailand,27/5/2022,11.03,21,Malawi,381.28,7.11,D4,Adler Pittham,2,N12345,1261.92
2137,7909,SHL,Sweden,6/7/2023 20:30,United States,2/6/2022,22.11,61,Palestinian Territory,683.53,0.04,F6,Leupold Doggrell,7,N67890,585.06
2138,6615,AMQ,Vietnam,6/7/2023 05:56,Russia,2/4/2022,5.02,58,Poland,848.94,27.53,D4,Paula Cranson,7,NABCDE,516.29
2139,6486,FAM,China,6/7/2023 22:56,Indonesia,21/2/2022,21.79,78,Israel,289.52,2.8,D4,Gaile Marten,2,N67890,3201.26
2140,984,ZHY,Portugal,6/7/2023 07:46,Russia,14/10/2022,12.16,33,China,286.11,48.3,F6,Des Wands,1,N67890,2703.89
2141,8821,CCK,Sweden,6/7/2023 15:53,Brazil,1/3/2022,11.01,76,Portugal,126.85,18.95,D4,Buddie MacGow,8,N12345,4799.7
2142,6649,ULZ,Russia,6/7/2023 07:27,Vietnam,3/6/2022,13.09,47,Indonesia,905.31,43.2,E5,Thomasina Jatczak,1,NABCDE,2407.15
2143,1293,MTI,Sweden,6/7/2023 14:03,China,29/11/2022,17.85,92,Ukraine,352.76,18.52,D4,Constantin Sline,10,NABCDE,3916.93
2144,6905,HSH,Argentina,6/7/2023 09:49,China,2/6/2022,23.69,35,China,580.64,47.03,F6,Davidde Armin,10,N12345,748.36
2145,2898,KIK,Brazil,6/7/2023 22:44,China,6/8/2022,17.28,75,China,60.62,37.77,E5,Cameron Burtwell,3,NABCDE,690.37
2146,4012,CAA,Armenia,6/7/2023 04:23,Thailand,18/9/2022,2.76,66,Venezuela,694.61,3.42,E5,Zarla Bashford,3,N12345,2750.04
2147,4963,SNZ,Indonesia,6/7/2023 02:14,China,4/11/2022,2.92,40,Nigeria,135.73,35.84,F6,Gianna Szanto,3,NABCDE,703.87
2148,7238,CHS,Brazil,6/7/2023 08:57,Ukraine,25/12/2022,6.54,54,Peru,226.64,0.9,F6,Benjamin Cockrill,10,N12345,3580.76
2149,7403,YGX,Finland,6/7/2023 21:21,Poland,12/7/2022,13.27,67,China,186.13,46.04,D4,Dalia Bencher,10,N12345,3872.7
2150,3852,KEE,Indonesia,6/7/2023 02:32,Indonesia,20/6/2022,22.38,94,Jordan,620.85,48.0,D4,Lockwood Trase,10,NABCDE,4005.31
2151,7334,ACU,Peru,6/7/2023 07:32,Peru,5/1/2022,7.17,69,Reunion,654.31,18.27,F6,Calvin Goodger,1,N67890,3268.27
2152,3812,PBL,China,6/7/2023 17:10,Philippines,20/3/2022,7.52,93,Canada,987.63,37.09,E5,Niko Linfitt,3,NABCDE,1424.17
2153,626,0,France,6/7/2023 12:48,Sweden,8/2/2022,15.48,25,Russia,89.13,24.62,F6,Gertrude Basire,2,N12345,4636.9
2154,8153,ETL,China,6/7/2023 09:19,Indonesia,29/1/2022,2.12,65,China,968.83,16.78,E5,Roderich Corzon,2,NABCDE,4198.39
2155,7770,FLE,Peru,6/7/2023 13:36,Mongolia,23/3/2022,15.0,24,China,636.53,32.51,F6,Marcelle Storks,9,NABCDE,3711.01
2156,2175,ATC,Poland,6/7/2023 17:00,Azerbaijan,16/3/2022,9.67,94,Sweden,471.12,47.98,D4,Yale Nyland,2,N12345,3704.77
2157,3421,QIG,Tunisia,6/7/2023 18:10,United States,24/5/2022,23.47,24,Kenya,60.83,33.85,F6,Stefania Collman,10,N12345,4990.49
2158,3421,HOR,Brazil,6/7/2023 14:43,Colombia,19/1/2022,21.73,100,Martinique,160.63,27.9,F6,Sheffy Uttley,7,NABCDE,1125.91
2159,9405,UMC,United States,6/7/2023 07:58,South Korea,5/4/2022,16.68,63,China,470.39,13.75,D4,Harri Cadney,9,N67890,4561.72
2160,3507,DZO,Russia,6/7/2023 09:13,Indonesia,26/12/2022,4.31,27,Philippines,262.16,19.57,D4,Garfield Goldhill,9,N67890,1752.49
2161,9163,KDU,Indonesia,6/7/2023 06:55,Indonesia,13/4/2022,21.07,73,Indonesia,592.23,38.52,F6,Farica Calrow,3,N12345,800.08
2162,7722,WTE,Indonesia,6/7/2023 03:11,Portugal,4/10/2022,2.13,48,Japan,123.47,18.37,F6,Flory Tampin,7,N12345,964.99
2163,7015,GAC,China,6/7/2023 02:27,Bosnia and Herzegovina,30/4/2022,12.15,68,China,670.34,36.63,F6,Jeremiah Glowacz,8,N12345,2953.1
2164,1390,ODB,Georgia,6/7/2023 01:23,Poland,28/2/2022,6.37,91,Canada,882.96,39.06,E5,Jermaine Janiszewski,10,N12345,1887.63
2165,8353,NBC,Peru,6/7/2023 21:16,Dominican Republic,9/10/2022,16.59,41,Russia,734.48,10.56,F6,Gillan Domney,1,N12345,1858.72
2166,2799,GYR,Thailand,6/7/2023 06:23,South Korea,3/7/2022,20.27,24,China,355.17,17.8,E5,Hugues Milnes,8,N67890,2400.83
2167,3134,KMM,Brazil,6/7/2023 10:52,Kazakhstan,24/11/2022,10.72,94,Latvia,480.72,36.04,F6,Shay Benne,3,N67890,4229.56
2168,2389,OOM,Indonesia,6/7/2023 17:39,Madagascar,4/2/2022,2.81,29,China,845.55,10.91,E5,Portie Moysey,9,NABCDE,1688.63
2169,9677,0,Netherlands,6/7/2023 05:17,Japan,18/12/2022,16.21,28,Sweden,724.83,27.03,F6,Stanly Momery,5,NABCDE,1168.36
2170,9318,AEY,Latvia,6/7/2023 05:25,Malaysia,1/6/2022,4.77,24,Indonesia,373.77,21.58,F6,Fitzgerald Dy,6,NABCDE,4147.59
2171,4867,KMA,Brazil,6/7/2023 12:26,Philippines,22/11/2022,16.55,70,Lithuania,791.77,17.78,E5,Joli Goreway,8,N67890,4503.45
2172,8300,CIH,China,6/7/2023 18:04,Ireland,16/11/2022,22.58,31,China,199.34,16.63,F6,Matelda Schachter,9,NABCDE,1542.64
2173,6432,NYW,China,6/7/2023 01:29,China,27/5/2022,17.99,25,China,399.44,43.24,E5,Katherina Langabeer,6,N67890,738.27
