id,secure_code,airline,departure_city,departure_date,arrival_airport,arrival_city,arrival_time,passenger_name,passenger_gender,seat_number,currency,departure_gate,flight_status,co_pilot_name,aircraft_type,fuel_consumption
3012,01H4EEMVNV23FPBP7CZVW4086T,American,Pelem,31/7/2022,VCV,Jihlava,6/7/2023 13:02,Basil Mozzetti,Male,A1,IDR,C3,Cancelled,Talbert Barck,Embraer E190,6101.28
3013,01H4EEMVNYX6VS5D63CSVJWCPH,United,Xitieshan,29/7/2022,AGE,Nueva Loja,6/7/2023 08:36,Kelsy Navan,Female,B2,CNY,A1,On Time,Rani Tabert,Boeing 737,6298.39
3014,01H4EEMVP1RK5T6SXW3ZB2GRQ5,United,Tabalong,20/12/2022,IQQ,Miętne,6/7/2023 10:53,Jarrad Anglin,Male,A1,PHP,C3,Cancelled,Patric Nani,Boeing 737,1406.07
3015,01H4EEMVP4N8WF1TMTC7ATH7E7,American,Khōshī,12/12/2022,DEP,Nahāvand,6/7/2023 11:58,Emlynne Clemensen,Female,A1,AFN,B2,Delayed,Bertine Gilbert,Embraer E190,6451.83
3016,01H4EEMVP7A3H0FGZ4GTDFQMBV,United,Kout na Šumavě,25/1/2022,CXR,Bilice,6/7/2023 13:31,Jodie Philippon,Male,B2,CZK,C3,On Time,Tobit Kettlestring,Embraer E190,7765.82
3017,01H4EEMVPAX52FR68BC08JC9PJ,United,Petřvald,8/11/2022,CGP,Zhangyelu,6/7/2023 09:01,Stephan Pottberry,Male,B2,CZK,B2,On Time,Gardie Chawner,Boeing 737,5751.91
3018,01H4EEMVPEW03WB5WDF351P42G,Delta,Oefau,15/1/2022,HEW,Lianyi,6/7/2023 00:47,Drona Riby,Female,B2,IDR,C3,Cancelled,Kissiah Karpets,Airbus A320,7239.6
3019,01H4EEMVPHRNE5KYQ9GD2S4E8T,United,Vitry-sur-Seine,29/12/2022,CAP,Lannion,6/7/2023 01:04,Reid Daniells,Male,C3,EUR,A1,Cancelled,Leonid Carnduff,Boeing 737,8743.02
3020,01H4EEMVPKDYN838WCZ72A2RWJ,Delta,Rockford,22/12/2022,LUL,Whakatane,6/7/2023 19:28,Luise Sinisbury,Female,A1,USD,B2,Cancelled,Mareah Chesher,Embraer E190,6488.22
3021,01H4EEMVPPPGAB8HM9NT4ZXDVX,American,Recife,17/12/2022,NNT,Aguelmous,6/7/2023 23:10,Coralie Felstead,Female,B2,BRL,A1,On Time,Dyana Francescone,Airbus A320,2718.96
3022,01H4EEMVPSJW7VTJDZSR9J0QG2,American,Beaverlodge,11/4/2022,RBV,Somdet,6/7/2023 17:29,Peggie Lovett,Female,C3,CAD,C3,On Time,Sabrina Westphalen,Airbus A320,2752.99
3023,01H4EEMVPW3B3560JZZWRRARXD,Delta,Sawin,17/6/2022,KAU,Nueva Loja,6/7/2023 18:16,Joye Atling,Female,C3,PLN,A1,On Time,Billy Itschakov,Embraer E190,9021.52
3024,01H4EEMVPZMH24JJDMEEJR0XJG,United,Quesada,21/9/2022,VVN,Abha,6/7/2023 08:53,Pace Carnachen,Polygender,C3,CRC,A1,Cancelled,Carmita Trevarthen,Boeing 737,7681.37
3025,01H4EEMVQ2G3HGXBRQP9TSWNAW,Delta,General José de San Martín,7/8/2022,JED,Eslöv,6/7/2023 22:13,Hanni Dibbs,Female,C3,ARS,C3,On Time,Ertha Gather,Boeing 737,7650.64
3026,01H4EEMVQ55STS1A205K55V7R9,United,Shangying,24/7/2022,YJN,Youngstown,6/7/2023 13:35,Jillayne Chesshire,Genderqueer,B2,CNY,A1,Delayed,Florenza Renneke,Embraer E190,7723.46
3027,01H4EEMVQ8MG6CXMV4E1HXSVNV,Delta,Xinhe,2/6/2022,INE,Longlou,6/7/2023 09:59,Charissa Massard,Female,C3,CNY,C3,Cancelled,Zuzana Masham,Boeing 737,7831.11
3028,01H4EEMVQBRG9ZSB9C2DFYW9RJ,United,Lianghu,2/3/2022,0,Uijeongbu-si,6/7/2023 12:47,Norry Anthoney,Male,C3,CNY,A1,Cancelled,Clayborn McGonnell,Airbus A320,5528.6
3029,01H4EEMVQESWN6TVQ9XDB9YCZQ,American,Zhuzuo,20/9/2022,JRF,Koryukivka,6/7/2023 10:02,Fernanda Stoffersen,Female,A1,CNY,C3,On Time,Farica Kettell,Embraer E190,6494.21
3030,01H4EEMVQH68XBZS8ZQ25FSHED,American,Pamplona,29/3/2022,SOP,Montargis,6/7/2023 12:48,Eldredge Armsby,Polygender,C3,COP,C3,Delayed,Tome Kidner,Embraer E190,6559.36
3031,01H4EEMVQPSZH2GQV8MA8K1877,United,Mekarsari,2/3/2022,YYD,Kashiwazaki,6/7/2023 07:57,Lemar Corker,Male,B2,IDR,A1,Cancelled,Wright Goadby,Boeing 737,6563.84
3032,01H4EEMVQSPJCFF8Z8KD40NGHK,American,Zhongfan,6/11/2022,IGT,Jandayan,6/7/2023 02:05,Hort Ayto,Non-binary,A1,CNY,C3,On Time,Robbert de Castelain,Boeing 737,2599.91
3033,01H4EEMVQW1QDX398C8ZGZ96SB,American,Limón,28/9/2022,ANR,Astorga,6/7/2023 13:24,Hoyt Livett,Male,C3,CRC,A1,Cancelled,Nowell Stringman,Embraer E190,6503.24
3034,01H4EEMVQZW7Z77QKP2Q9FTSMX,Delta,Orlovo,13/1/2022,RZA,Alastaro,6/7/2023 01:30,Brig Cosgreave,Male,B2,RUB,B2,Delayed,Peterus Beardwood,Embraer E190,9062.16
3035,01H4EEMVR2YQAAVVPRS3NACASW,United,Manquiring,27/1/2022,VJB,Lipie,6/7/2023 03:02,Milly Melly,Female,C3,PHP,A1,Delayed,Celene Needham,Embraer E190,2324.53
3036,01H4EEMVR5YV5ZNPHSRW29R1BJ,United,Sann,18/12/2022,BAC,Kragujevac,6/7/2023 02:42,Chelsea Wildt,Female,C3,PKR,A1,On Time,Sheilakathryn Kill,Embraer E190,4760.17
3037,01H4EEMVR85K433GA1MD234T1W,Delta,Duri,13/7/2022,AMM,Quinta,6/7/2023 09:02,Patricio Palfreman,Genderfluid,B2,IDR,B2,Cancelled,Valma Krikorian,Embraer E190,7823.71
3038,01H4EEMVRBXX05R0YE5QY8CAWW,United,Chernyshkovskiy,10/5/2022,IEJ,Būrkah,6/7/2023 10:19,Cullan Palek,Male,A1,RUB,A1,Delayed,Irv Boarder,Airbus A320,9246.63
3039,01H4EEMVRDQMZW2K36E09HB10K,Delta,Cockburn Town,7/12/2022,NDE,Kara Suu,6/7/2023 12:03,Myrtie Keoghan,Female,A1,USD,C3,On Time,Othella Ghest,Embraer E190,9995.25
3040,01H4EEMVRGN8V6RY7YHQ2NTK1Q,American,Gunziying,7/4/2022,BMQ,eSikhawini,6/7/2023 06:35,Sanders Shadrack,Male,B2,CNY,C3,Delayed,Raimondo Sanz,Embraer E190,2272.24
3041,01H4EEMVRKPPY9R7B8M3JX8VR9,American,Kristianstad,7/6/2022,BCE,Rokytne,6/7/2023 01:28,Demetris Fairhall,Female,A1,SEK,B2,On Time,Nerissa Tiller,Boeing 737,8660.12
3042,01H4EEMVRPZBH5H7VYHE6ZW1PT,United,Lokwabe,10/12/2022,BKQ,Cambrai,6/7/2023 05:57,Kelcy Auden,Female,B2,BWP,A1,Delayed,Nadine Uman,Embraer E190,8543.89
3043,01H4EEMVRSNMKRZWRBC8PSTHW2,United,Tococ East,7/3/2022,SJU,Bintuni,6/7/2023 15:26,Davie Reitenbach,Male,C3,PHP,C3,Cancelled,Orion McKay,Embraer E190,5320.26
3044,01H4EEMVRVBAZS9BR1PSV0QZ0J,American,Houston,15/5/2022,POR,Castelo,6/7/2023 22:13,Link Steinhammer,Male,A1,USD,C3,On Time,Clevie Rayne,Airbus A320,6678.92
3045,01H4EEMVRYF92TXQ3Z72SGA97H,Delta,Liulin,9/3/2022,NBS,Kuje,6/7/2023 12:41,Gennifer Cleft,Female,A1,CNY,B2,Delayed,Agnes Rubinowitz,Embraer E190,7318.5
3046,01H4EEMVS116GCN4QVB18EJR9G,Delta,Pyhäntä,21/11/2022,BDA,Ponjen,6/7/2023 20:46,Joaquin Hassey,Genderfluid,B2,EUR,B2,Cancelled,Dannie Beavan,Embraer E190,3955.69
3047,01H4EEMVS4AHY1AV23K263F6DZ,American,Kokologo,19/8/2022,NFG,Rancagadog,6/7/2023 20:36,Phillie Woolfitt,Female,A1,XOF,C3,Cancelled,Ira Fancet,Airbus A320,9336.69
3048,01H4EEMVS7NWTMRYJ1YA26RJPC,Delta,Lyon,25/11/2022,MHE,Batujaran,6/7/2023 10:54,Blondy Francescone,Non-binary,B2,EUR,C3,Delayed,Rustin Montford,Airbus A320,6437.91
3049,01H4EEMVSAPHMRFQ9N3GPBZNCM,American,Kyriáki,24/8/2022,BTF,Zoumi,6/7/2023 21:02,Carlen Balbeck,Agender,C3,EUR,C3,Cancelled,Brion Weiss,Boeing 737,9035.38
3050,01H4EEMVSD9TBXXEEZMS2PQPE5,Delta,Kusheriki,2/3/2022,RAG,New-Richmond,6/7/2023 21:44,Stafford Staker,Male,A1,NGN,A1,Cancelled,Cointon Giottoi,Airbus A320,2852.21
3051,01H4EEMVSF6Q790YJ5W2RNYKEX,American,Qiubin,23/2/2022,KKN,Shilin,6/7/2023 09:27,Silva Ridgway,Female,C3,CNY,A1,On Time,Lanna Youster,Airbus A320,9193.47
3052,01H4EEMVSJ9QN20F8CX9NQPJSJ,United,Maguan,14/12/2022,YRJ,Mâcon,6/7/2023 10:05,Ronny Fareweather,Female,B2,IDR,A1,Cancelled,Goldia Ingon,Boeing 737,2266.68
3053,01H4EEMVSN8D5B6WR4SNMJTSDK,United,Quimilí,13/7/2022,ESO,Tanqiao,6/7/2023 20:07,Tommie Kelbie,Bigender,C3,ARS,C3,On Time,Stacy Hadwick,Airbus A320,8976.36
3054,01H4EEMVSR2DVAQCRPBEXF7DM8,Delta,Dengyue,21/12/2022,MTW,Sukaratu,6/7/2023 00:11,Brandi Murty,Female,A1,CNY,B2,On Time,Marie-jeanne McQuade,Embraer E190,4435.95
3055,01H4EEMVSVA9P661WDSWMXFE56,United,Cibenda,17/2/2022,TCL,Dowr-e Rabāţ,6/7/2023 15:34,Tabor Ivanishin,Male,A1,IDR,C3,Delayed,Allyn Raye,Boeing 737,9539.48
3056,01H4EEMVSYQMNMPR03H08FKADA,American,Taverny,3/5/2022,ANK,Borås,6/7/2023 18:48,Georgeta Sumner,Female,A1,EUR,B2,Delayed,Joline Sloss,Airbus A320,2888.26
3057,01H4EEMVT128SATAERJ9EZBPBV,United,União,9/3/2022,BKZ,Capacho Viejo,6/7/2023 17:05,Indira Sellars,Female,B2,BRL,C3,On Time,Kaitlynn Cheers,Airbus A320,4535.55
3058,01H4EEMVT3ZC4RZFV2982GW1VK,American,Jingnao,11/5/2022,AUW,Glondong,6/7/2023 19:31,Merl Skegg,Female,B2,CNY,A1,Delayed,Jasmina Boxhall,Airbus A320,9537.61
3059,01H4EEMVT63XZYPVT2PM7SXBET,Delta,Vale Maceiras,29/4/2022,CIN,Ust’-Dzheguta,6/7/2023 20:28,Kiley Stitle,Male,B2,EUR,B2,On Time,Rudy Crauford,Boeing 737,7059.79
3060,01H4EEMVT90HMRGJYK4YY9YADM,United,Barguzin,21/6/2022,MAN,Palestina de los Altos,6/7/2023 01:06,Amabel Wrought,Bigender,A1,RUB,B2,On Time,Harriet Enrigo,Airbus A320,8140.67
3061,01H4EEMVTC4T6FEP1N639ZGEGH,American,Farroupilha,21/11/2022,JAI,Aguadulce,6/7/2023 01:46,Tiphani Wettern,Female,C3,BRL,C3,On Time,Erin Leffek,Embraer E190,9408.97
3062,01H4EEMVTFPDQ4TRPQ1GDJ5JGW,American,Goraj,18/2/2022,GFN,Zhovkva,6/7/2023 22:26,Irvin Kornel,Genderqueer,A1,PLN,B2,On Time,Tiffanie Cordery,Boeing 737,2646.67
3063,01H4EEMVTJPSRCSERYG5WZ6HQ9,United,Karabanovo,1/5/2022,EAE,Padabeunghar,6/7/2023 11:15,Tom Nare,Male,A1,RUB,A1,Cancelled,Terence Mortimer,Airbus A320,3715.05
3064,01H4EEMVTN1F7M6RWQQ1JVDWNM,Delta,Kurayoshi,8/5/2022,BMK,Inkerman,6/7/2023 08:57,Glori De Francisci,Female,A1,JPY,A1,Delayed,Dehlia Fairlie,Airbus A320,3964.95
3065,01H4EEMVTR7ZRRYPWB8MY5B5D7,Delta,Ostrov,1/3/2022,ONS,Roshal’,6/7/2023 18:34,Gardiner More,Male,B2,CZK,C3,Delayed,Major Rosensaft,Boeing 737,6133.47
3066,01H4EEMVTT2FVQQ3NEY5E1RMNS,United,Nunleu,6/10/2022,CYD,Muleba,6/7/2023 07:23,Dael Harber,Female,A1,IDR,A1,On Time,Phelia Teese,Airbus A320,6055.99
3067,01H4EEMVTXN7F34ZT029EB1ADK,American,Sławoborze,5/10/2022,FCH,Cumming,6/7/2023 21:57,Cale Epelett,Male,C3,PLN,B2,Cancelled,Connie Percival,Embraer E190,3177.92
3068,01H4EEMVV029298R6F8Q9GXPET,American,Almalaguês,8/1/2022,BNY,São Bento do Sul,6/7/2023 22:49,Ulric Hurche,Male,A1,EUR,C3,Delayed,Cross Haking,Boeing 737,5700.39
3069,01H4EEMVV3KHC80V3E699DBAMQ,Delta,Campo Mourão,17/8/2022,YLS,Echarate,6/7/2023 21:30,Doreen Lyall,Female,B2,BRL,A1,Delayed,Edee Rampling,Boeing 737,6709.24
3070,01H4EEMVV6VE68BRB8QE5TYVW1,United,Monastyrshchina,31/8/2022,DPB,Columbus,6/7/2023 09:40,Meade Nickolls,Male,A1,RUB,B2,Delayed,Pearce Gulston,Airbus A320,6363.05
3071,01H4EEMVV9X36FX5MA8J9NWMHC,American,Sacapulas,9/7/2022,RDR,Gweedore,6/7/2023 17:43,Dennie Stanluck,Male,C3,GTQ,B2,Delayed,Chucho Ioselevich,Embraer E190,8289.31
3072,01H4EEMVVBRZMJWNFTENPZJSEW,Delta,Gjinoc,7/6/2022,CBJ,Kedungwringin Satu,6/7/2023 12:09,Jasen Gravett,Male,A1,EUR,A1,On Time,Gordon Booi,Airbus A320,6464.12
3073,01H4EEMVVEHXJ396KZV9M3BKQM,American,Ayo,29/5/2022,BGZ,Jiahu,6/7/2023 13:45,Esma Bromby,Female,A1,PEN,B2,Cancelled,Freddi Fairfoot,Airbus A320,8258.28
3074,01H4EEMVVHDMR45WK9MEA1P0B2,United,Esik,17/5/2022,DVO,Sobue,6/7/2023 23:15,Base Maloney,Male,C3,KZT,A1,Cancelled,Finn Abrashkov,Airbus A320,9676.06
3075,01H4EEMVVMEK7J04419DYRD7ES,American,Jundiaí,20/2/2022,ASA,Ma’an,6/7/2023 07:11,Ludovika Daughtrey,Female,B2,BRL,A1,Cancelled,Laural Taphouse,Boeing 737,6441.94
3076,01H4EEMVVQPGS0CWTSWP71A2QF,Delta,Bagacay,11/10/2022,BOD,Nong Hin,6/7/2023 15:17,Clemmie Harriott,Genderfluid,C3,PHP,A1,On Time,Arv Elcocks,Embraer E190,5337.2
3077,01H4EEMVVT99MWFD4PY0ZEARY8,Delta,Kelin,19/6/2022,XMN,Nyazura,6/7/2023 21:47,Ferguson Eleshenar,Agender,B2,CNY,A1,Delayed,Jamil Gerssam,Airbus A320,1602.14
3078,01H4EEMVVWJWZ85P0XTR1BFXW6,American,Bol’shoy Karay,19/8/2022,GVN,Alès,6/7/2023 09:10,Nora McConnel,Female,B2,RUB,B2,Cancelled,Kattie Baseke,Airbus A320,2864.55
3079,01H4EEMVVZB8HE0XYXSVFD5WF6,United,As Saffānīyah,20/9/2022,LPX,Talas,6/7/2023 11:05,Worden Ibel,Male,A1,SAR,B2,Delayed,Jamal O'Cahill,Boeing 737,5697.47
3080,01H4EEMVW2DWVPDHRXFNBA1HJF,Delta,Suicheng,17/6/2022,SIR,Stockholm,6/7/2023 02:34,Abigail Bizzey,Female,B2,CNY,A1,Delayed,Bidget Sancho,Airbus A320,9638.55
3081,01H4EEMVW5XBGV275SKR3N5MME,Delta,Eséka,31/7/2022,ABR,Dubovka,6/7/2023 04:07,Gypsy Dickons,Female,B2,XAF,B2,Cancelled,Kit Buxsy,Boeing 737,2999.02
3082,01H4EEMVW8ZENSYR47M31SB335,Delta,Jiufang,30/3/2022,IWA,Tierimu,6/7/2023 23:03,Andrey Penketh,Male,C3,CNY,C3,Delayed,Tammie Gallaccio,Embraer E190,6694.65
3083,01H4EEMVWBNYT54NM425W2XF0N,American,Ar Ruḩaybah,5/10/2022,UAC,Loimaan Kunta,6/7/2023 12:14,Silva Wyvill,Non-binary,B2,SYP,B2,On Time,Eugenius Ritmeyer,Airbus A320,9459.37
3084,01H4EEMVWDW94P01M1SPN71MPQ,United,Qvareli,30/12/2022,ACN,Peace River,6/7/2023 12:14,Norrie Tigwell,Male,C3,GEL,B2,Delayed,Nickie Mularkey,Airbus A320,1060.97
3085,01H4EEMVWGY3CXGHDA3T82V2N1,Delta,Yushanpu,8/1/2022,SCE,Karangsari,6/7/2023 10:19,Lilyan Fakes,Genderqueer,B2,CNY,C3,Cancelled,Mildrid Simunek,Embraer E190,4869.34
3086,01H4EEMVWKYHCHMB02MESWM61T,American,‘Ayn al Bayḑā,29/4/2022,AUZ,Xanxerê,6/7/2023 22:24,Artus MacCrosson,Male,B2,SYP,A1,Cancelled,Sancho Vickerstaff,Airbus A320,1083.45
3087,01H4EEMVWPXHJ3166NJYJ6RHRN,American,Maras,10/3/2022,PIS,Chunjing,6/7/2023 07:19,Anita Shuttell,Female,B2,PEN,C3,Cancelled,Elysee Edwin,Embraer E190,6512.52
3088,01H4EEMVWS60QYXY21QP15GAYP,Delta,Kälviä,23/2/2022,FNB,Hetou,6/7/2023 02:16,Lorelle Chooter,Female,C3,EUR,C3,On Time,Ronnie Checchi,Boeing 737,8778.83
3089,01H4EEMVWWPXQQTNB05R10352G,United,Paraíso,26/7/2022,EIN,Bongbong,6/7/2023 06:28,Francklyn Carlyon,Bigender,A1,CRC,B2,Cancelled,Tibold Fullager,Airbus A320,4139.19
3090,01H4EEMVWZPW705FSCASWNFSZG,United,Tokorozawa,4/4/2022,NMB,Klimavichy,6/7/2023 13:01,Agnola Daltry,Female,C3,JPY,A1,Delayed,Maria Winslett,Boeing 737,4116.96
3091,01H4EEMVX2NWQK2DAK5PKMB3ZA,United,Чучер - Сандево,3/2/2022,ORD,Arlington,6/7/2023 23:29,Eyde Deveril,Female,C3,MKD,B2,Cancelled,Winnie Collisson,Embraer E190,6244.15
3092,01H4EEMVX41VBSHN8YB3EMAH8N,Delta,Panjāb,16/6/2022,HLA,Rybinsk,6/7/2023 19:37,Hort Dahlback,Male,B2,AFN,C3,Cancelled,Timotheus Keele,Airbus A320,8046.13
3093,01H4EEMVX7XCT0T8JK7B154KXP,Delta,Maukaro,1/7/2022,TIZ,Chuandao,6/7/2023 22:15,Michaelina Muckle,Female,B2,IDR,C3,On Time,Tamarah Tower,Embraer E190,8605.6
3094,01H4EEMVXBCRKVX9DDM483QVN8,United,Yanwukou,13/8/2022,GAD,Salto,6/7/2023 19:09,Pete Cridland,Male,A1,CNY,A1,On Time,Travers Fleeman,Airbus A320,9661.81
3095,01H4EEMVXD99CJNV1P5PAA92FF,Delta,Balengbeng,19/11/2022,MET,Bang Saphan,6/7/2023 20:26,Danica Clementet,Female,A1,IDR,A1,Delayed,Cami Klimkovich,Boeing 737,2494.87
3096,01H4EEMVXGTQPPJ3FW88S7WQTT,American,Medenychi,15/10/2022,HIB,Comagascas,6/7/2023 13:19,Craggie Iley,Male,A1,UAH,B2,Cancelled,Zollie Attfield,Embraer E190,7026.03
3097,01H4EEMVXKGJASWXKC00AR6YKC,United,Wanmu,15/9/2022,LMR,Shadrinsk,6/7/2023 10:09,Melli Langdon,Female,B2,CNY,C3,On Time,Jodi Alfonso,Airbus A320,1656.54
3098,01H4EEMVXP0ZC89W728NZ2DWE9,Delta,Betioky,21/12/2022,0,Mełgiew,6/7/2023 09:50,Say Posselwhite,Male,C3,MGA,B2,On Time,Lek Studde,Boeing 737,5719.07
3099,01H4EEMVXSGGQZH04TAP22QB6Y,Delta,Mashan,10/4/2022,SSA,Adygeysk,6/7/2023 21:38,Cointon Barbera,Male,B2,CNY,A1,Cancelled,Sayres Isgar,Boeing 737,1887.34
3100,01H4EEMVXWPV9DHZYE24PH1N11,American,Shanghu,17/8/2022,YRQ,Lewotukan,6/7/2023 09:27,Keven Badam,Male,C3,CNY,B2,On Time,Petr Walhedd,Boeing 737,1341.35
3101,01H4EEMVXYZNECDFMCT2ZWQTCH,Delta,Makīnsk,1/7/2022,BCD,Mestre,6/7/2023 09:17,Sofie Figgen,Female,A1,KZT,B2,On Time,Johnath Cheales,Embraer E190,2294.31
3102,01H4EEMVY2WSG7NARER7ATW0BK,Delta,Unity,19/12/2022,TBH,Shanmei,6/7/2023 10:25,Corabella Clinkard,Genderqueer,C3,CAD,B2,Cancelled,Janaye Brandsen,Boeing 737,4457.43
3103,01H4EEMVY5R8E1M1KX4DPXZT4J,Delta,Ébolowa,28/10/2022,STT,Mohelnice,6/7/2023 20:47,Carla Fishburn,Genderqueer,C3,XAF,B2,Cancelled,Daisie Lendon,Embraer E190,6522.41
3104,01H4EEMVY7KRF6E3QNWE5MWTYF,United,Września,5/2/2022,STC,Kruty,6/7/2023 23:11,Sada Ladel,Female,A1,PLN,B2,On Time,Tracee Brookfield,Boeing 737,3378.45
3105,01H4EEMVYA5E8D9NWHSZ1Y37MP,United,Lianyun,2/9/2022,SVD,La Paz,6/7/2023 23:45,Alvy Ducket,Male,B2,CNY,B2,Delayed,Thayne Wapples,Embraer E190,9309.33
3106,01H4EEMVYDR9156VA2D0MAFMVR,United,Nalinggou,15/8/2022,CEY,Pobé,6/7/2023 13:10,Ewart Burdis,Male,B2,CNY,B2,Delayed,Ward Charter,Airbus A320,5704.23
3107,01H4EEMVYGEJQXKERVA5VSVDKJ,Delta,Bhakkar,13/8/2022,DUS,Maganha,6/7/2023 23:17,Delly Niset,Female,B2,PKR,C3,On Time,Gretta Reese,Boeing 737,2928.29
3108,01H4EEMVYKG6HME47AWTQG3QHH,American,Xinshidu,17/11/2022,PVC,Néa Mákri,6/7/2023 17:01,Roxane Lis,Female,B2,CNY,A1,On Time,Orelie Marchant,Airbus A320,8372.54
3109,01H4EEMVYPMZ0RVXRE4P7FWD82,United,Siyang,7/8/2022,MGM,Geldrop,6/7/2023 11:52,Ingeborg Pitsall,Female,C3,CNY,C3,On Time,Robin Craze,Airbus A320,7022.27
3110,01H4EEMVYRY5BXYBHHKQXRJERQ,Delta,Shishan,11/12/2022,JNG,Ukata,6/7/2023 02:15,Dorey Dufaur,Female,B2,CNY,B2,On Time,Riva Allpress,Boeing 737,3545.69
3111,01H4EEMVYV6BCAMK3CPP7QA5JY,United,Llaillay,25/3/2022,CHN,Pushkino,6/7/2023 05:19,Inge Sever,Female,B2,CLP,A1,On Time,Layne Freiburger,Embraer E190,5415.45
3112,01H4EEMVYY8JVEZNK8QH733MGE,Delta,Dongtou,27/6/2022,WKA,Sulitair,6/7/2023 11:51,Helene Hasely,Female,B2,CNY,A1,On Time,Helena Pattingson,Embraer E190,6775.86
3113,01H4EEMVZ17Z343BZ6JEXXBNN1,American,Buga,14/9/2022,BZZ,Macapá,6/7/2023 19:16,Ross Denmead,Male,B2,MNT,B2,On Time,Ingram Eliet,Boeing 737,9625.95
3114,01H4EEMVZ3CBM5TDBBYBYKS3XP,Delta,Dīvāndarreh,7/4/2022,SFQ,Amor,6/7/2023 12:23,Petronia Purple,Female,A1,IRR,A1,On Time,Odella Sadlier,Airbus A320,1312.44
3115,01H4EEMVZ6R21EVG6HWHN6B099,American,Chak Two Hundred Forty-Nine TDA,14/6/2022,SLR,Seaforth,6/7/2023 04:33,Perri Brisco,Female,B2,PKR,B2,Cancelled,Sibella England,Embraer E190,1667.28
3116,01H4EEMVZ9XBBCQ9WB8NMJABCC,American,Pingtan,14/2/2022,SLO,Ubatuba,6/7/2023 13:19,Hanny Esherwood,Female,A1,CNY,B2,On Time,Brynne Broinlich,Boeing 737,6149.32
3117,01H4EEMVZC3NNE1Z4D81NR2ZSJ,Delta,As Salţ,15/3/2022,RBR,Xiaoya,6/7/2023 10:15,Reine Herreros,Female,B2,JOD,B2,Cancelled,Michel Sokale,Boeing 737,2971.21
3118,01H4EEMVZE4E0AJZSDSF4ZT60Y,Delta,Changning,12/11/2022,KSD,San Patricio,6/7/2023 12:07,Dionne O'Hone,Female,B2,CNY,B2,Cancelled,Alida Cristofolo,Embraer E190,8805.31
3119,01H4EEMVZJ1JAJ56B249JWQDW6,Delta,Beckerich,20/10/2022,KTR,Saraburi,6/7/2023 17:00,Ardra Brandes,Genderfluid,C3,EUR,B2,Cancelled,Cecilio Tregear,Embraer E190,7521.19
3120,01H4EEMVZNR7AS4N06BWFF7S6V,United,Haizhouwobao,14/9/2022,SVX,Shangbahe,6/7/2023 09:51,Teodoro Petrillo,Male,A1,CNY,C3,Cancelled,Alistair Pudding,Boeing 737,5098.1
